Physical Time (s),ew_bot Monitor (W): bot_cv1,ew_bot Monitor (W): bot_cv2,ew_bot Monitor (W): bot_cv3,ew_bot Monitor (W): bot_cv4,ew_bot Monitor (W): bot_cv5,ew_bot Monitor (W): bot_cv6,ew_bot Monitor (W): bot_cv7
7.00725,3.5772562272136929e-25,4.6422363844746715e-25,6.7556650452106769e-26,7.3991974214499836e-26,5.039967842545473e-26,6.05977798443362e-26,6.8613026239990086e-26
7.0075,3.5407423020202347e-25,4.6569504359250399e-25,6.6870584081383712e-26,7.3634346545284389e-26,5.0412558563727642e-26,6.0744786312107987e-26,6.8527044338739952e-26
7.00775,3.506080382047542e-25,4.6711177872579885e-25,6.613123198656038e-26,7.3244209065551738e-26,5.0430767802196267e-26,6.0972020535723878e-26,6.8487535741262875e-26
7.008,3.4722473124990431e-25,4.6843175551830743e-25,6.5366425278386848e-26,7.2826911036050236e-26,5.0455596484752575e-26,6.1236186550227832e-26,6.8480027793459825e-26
7.00825,3.4393472922301372e-25,4.6972097614564774e-25,6.4620206659787449e-26,7.2386576809888081e-26,5.0483592510868276e-26,6.1520246210247306e-26,6.8515182103823795e-26
7.0085,3.4053423053712414e-25,4.7087861341747529e-25,6.3877786782330433e-26,7.1918969472405416e-26,5.0514742542583185e-26,6.1812904751806942e-26,6.8620118027305172e-26
7.00875,3.3714929577263075e-25,4.7199825884961996e-25,6.3121036460520413e-26,7.1438701198330673e-26,5.0547023437782971e-26,6.2079342274453296e-26,6.8795516091628454e-26
7.009,3.3394921782222852e-25,4.7308378124995467e-25,6.2386200934196951e-26,7.0951072936513292e-26,5.0577104024395929e-26,6.2288782361231746e-26,6.9043891705065852e-26
7.00925,3.3058472398403591e-25,4.7419268615453338e-25,6.161094764203668e-26,7.0506248238460508e-26,5.0604728297408757e-26,6.2464108419303878e-26,6.934020584777622e-26
7.0095,3.2737926356266293e-25,4.7523042875953887e-25,6.0858682229212369e-26,7.0076719703790428e-26,5.0626198149735162e-26,6.2564406355198998e-26,6.9674564201457084e-26
7.00975,3.2406809362340328e-25,4.7619168702345113e-25,6.0164677512559029e-26,6.9682141075551285e-26,5.0638546491668011e-26,6.2566256804576118e-26,7.0009642642600973e-26
7.01,3.2069191162903209e-25,4.7715305507996012e-25,5.9473964658773961e-26,6.9332246672797135e-26,5.0643192279366288e-26,6.2507943853011637e-26,7.0317211838727722e-26
7.01025,3.1726533428061704e-25,4.7832484790090713e-25,5.8780414574056557e-26,6.9035130519874548e-26,5.0639829546072468e-26,6.2414055290701885e-26,7.059932456874016e-26
7.0105,3.137111847514239e-25,4.7953804212710595e-25,5.8080654425147889e-26,6.8775586784369889e-26,5.0628353442204534e-26,6.2312520270459577e-26,7.0844487672834833e-26
7.01075,3.1000582842412581e-25,4.8073074663081196e-25,5.7393937554201346e-26,6.8543879680149152e-26,5.0608429809000946e-26,6.2238497628623094e-26,7.1015286735849587e-26
7.011,3.0639543451494873e-25,4.8189897431864345e-25,5.6679872508006649e-26,6.8326877801140614e-26,5.0582882747603437e-26,6.2214805420188915e-26,7.1125363159118488e-26
7.01125,3.029615963232661e-25,4.8302625991631372e-25,5.6010570994575307e-26,6.8096994067803364e-26,5.0553710799824175e-26,6.2250947222592314e-26,7.1172938857932816e-26
7.0115,2.9982270975279932e-25,4.8411725080627697e-25,5.5382619476562965e-26,6.7875690288937801e-26,5.0525629486633246e-26,6.2338017460303957e-26,7.1175009916219202e-26
7.01175,2.9713607983417904e-25,4.8505215483118236e-25,5.482706971120024e-26,6.7630927952186536e-26,5.0500678642331575e-26,6.245837877980429e-26,7.1127001710576015e-26
7.012,2.9466152798352451e-25,4.8578164384711919e-25,5.4307031421382794e-26,6.7347335792052542e-26,5.0478517021379e-26,6.2612638318856826e-26,7.1046815439785235e-26
7.01225,2.9216523018288974e-25,4.8629839965573346e-25,5.3831475209479276e-26,6.702482344533752e-26,5.046097279509296e-26,6.2773401640290974e-26,7.0960813064414764e-26
7.0125,2.8979930420338212e-25,4.8672194958060554e-25,5.3441888247248101e-26,6.6689661309924412e-26,5.0450011538253506e-26,6.2973655318540507e-26,7.0833152911677727e-26
7.01275,2.8788143273435435e-25,4.8714468411160824e-25,5.3073839504035019e-26,6.6319694667288959e-26,5.0444058825001064e-26,6.3173140510407424e-26,7.0718797177901338e-26
7.013,2.8625998016575938e-25,4.8746707396656477e-25,5.2739367781237981e-26,6.593124947738317e-26,5.0441521691318386e-26,6.337670166645741e-26,7.0611739557770734e-26
7.01325,2.8487274057625765e-25,4.8774339059171976e-25,5.2439844701588867e-26,6.5530585361905575e-26,5.0439921184057577e-26,6.3591750354013685e-26,7.0523071584030099e-26
7.0135,2.8385050485340257e-25,4.8802363494295292e-25,5.21721758554374e-26,6.5135050221055314e-26,5.0438253812190567e-26,6.3845977960834259e-26,7.0461825997544223e-26
7.01375,2.8274718792466094e-25,4.8836095817109104e-25,5.1936342090908568e-26,6.4733990212745014e-26,5.0436114827094981e-26,6.4115604253002487e-26,7.0450851678821065e-26
7.014,2.8167433881305013e-25,4.8878720256150502e-25,5.1697131276561225e-26,6.4330810565684829e-26,5.0431202113649386e-26,6.4424291028091511e-26,7.0524830518843864e-26
7.01425,2.8043488872603967e-25,4.8936453279385508e-25,5.1479961449502581e-26,6.3930979582607168e-26,5.0423723248096565e-26,6.4741571952110118e-26,7.0664906457940018e-26
7.0145,2.7901777238171378e-25,4.9005949285565504e-25,5.128146126395001e-26,6.3544579942374448e-26,5.0414670040567391e-26,6.5075376725604247e-26,7.0878169138228353e-26
7.01475,2.7728342797577481e-25,4.9084228684576553e-25,5.107012020203091e-26,6.3138483768064663e-26,5.0405265062729474e-26,6.5381482535331471e-26,7.1128365708070801e-26
7.015,2.7545706092848095e-25,4.9162644675788262e-25,5.0861106029217473e-26,6.2719613815698167e-26,5.0395522677005641e-26,6.5691063143283049e-26,7.141430621527715e-26
7.01525,2.7336839808799585e-25,4.9235741509214005e-25,5.0666706544324696e-26,6.2292233319025604e-26,5.0386173421998736e-26,6.597804816046339e-26,7.1685084964966061e-26
7.0155,2.7112085528441561e-25,4.93135711397469e-25,5.0475612285107882e-26,6.1847389181872757e-26,5.0376849451304823e-26,6.6228172255900369e-26,7.1953641565725812e-26
7.01575,2.6879084576585747e-25,4.938595372069286e-25,5.0290530041002952e-26,6.1393577268574373e-26,5.0369769793338171e-26,6.6441710260048071e-26,7.2168571957445768e-26
7.016,2.6639951215365434e-25,4.9455861937622537e-25,5.0093722575812954e-26,6.0920093356313806e-26,5.0364303000974588e-26,6.6605921232913066e-26,7.2321627605236672e-26
7.01625,2.6399587637222421e-25,4.9515279388390795e-25,4.9926139104606954e-26,6.0439250853676077e-26,5.0360796560501326e-26,6.6700831741162025e-26,7.2419946705269763e-26
7.0165,2.6152601060968946e-25,4.9562153430671328e-25,4.9779372561822819e-26,5.9959526631875397e-26,5.0359274076840268e-26,6.6731507767648591e-26,7.2472276104659614e-26
7.01675,2.5905409406956704e-25,4.9606773989959667e-25,4.9647814294692733e-26,5.9487447441858853e-26,5.0360176349203963e-26,6.6678389531675978e-26,7.2480999907018989e-26
7.017,2.566345542127151e-25,4.9650407156933702e-25,4.9520350194034421e-26,5.9041184569642494e-26,5.0364323104597272e-26,6.6554091420643591e-26,7.2455143890139597e-26
7.01725,2.5427464149340738e-25,4.9687618886351985e-25,4.9381254494810228e-26,5.8613930941547019e-26,5.0369871893843334e-26,6.6402166938034923e-26,7.2392228572493435e-26
7.0175,2.5208355146689319e-25,4.9716635960955787e-25,4.9243155167420061e-26,5.8232301225237022e-26,5.0376585270876846e-26,6.6222890428930584e-26,7.2296977990117811e-26
7.01775,2.4993787423055346e-25,4.9746418930897423e-25,4.9118066939909122e-26,5.7889326853242141e-26,5.0383504328892057e-26,6.607670728153238e-26,7.2131317957185389e-26
7.018,2.4800436064628638e-25,4.9765444175808065e-25,4.8980061363171353e-26,5.7580255812263134e-26,5.0390144750040724e-26,6.5938206384266565e-26,7.194626514384317e-26
7.01825,2.462274906768101e-25,4.9776185947660933e-25,4.8855095901274646e-26,5.7297922521168508e-26,5.0396334892168694e-26,6.5839444360263631e-26,7.1756683461894117e-26
7.0185,2.4453084424240719e-25,4.9785831393348957e-25,4.8738282281788132e-26,5.7049041488066959e-26,5.0402337876440432e-26,6.5792537200452018e-26,7.1504935014091802e-26
7.01875,2.4283202741281322e-25,4.9799754170110101e-25,4.8633030607454981e-26,5.6818253342653614e-26,5.0408223773863772e-26,6.5811381235160324e-26,7.1202697750792185e-26
7.019,2.4130426383852959e-25,4.9812652256799799e-25,4.8516486714284712e-26,5.6602293864371055e-26,5.0413458096459097e-26,6.5868720948322321e-26,7.0881003183548589e-26
7.01925,2.3992703860090107e-25,4.9828240573126473e-25,4.8420169733724597e-26,5.6390376126884942e-26,5.0416562438446906e-26,6.5954226684600266e-26,7.0542795707300908e-26
7.0195,2.3866522960396498e-25,4.9843657402190222e-25,4.8309572065358138e-26,5.6183042384957432e-26,5.0418848671160091e-26,6.6056003364441238e-26,7.026866137085001e-26
7.01975,2.3728385113148035e-25,4.9860289056945903e-25,4.8213051123372238e-26,5.5967564437113782e-26,5.0420614504339099e-26,6.6164956544708496e-26,7.0016876291423857e-26
7.02,2.3582884585765652e-25,4.9878716687790158e-25,4.8102163063113551e-26,5.5733478204187292e-26,5.0423352740663466e-26,6.6275707497306212e-26,6.9805718034670666e-26
7.02025,2.345306693065598e-25,4.9889677569497429e-25,4.7977184592437452e-26,5.5482580531883776e-26,5.0427269424962645e-26,6.638246661343927e-26,6.9692163996475894e-26
7.0205,2.3327182185884512e-25,4.9899993503076515e-25,4.7857296891350224e-26,5.5211419961946305e-26,5.0432822771030672e-26,6.6477128671215859e-26,6.963057826987358e-26
7.02075,2.3201814980840266e-25,4.9910608930118064e-25,4.7732354792145245e-26,5.4921188221687344e-26,5.0439257265532786e-26,6.6562813316179775e-26,6.962556689114621e-26
7.021,2.308461615749374e-25,4.9905164752392499e-25,4.7613541075663332e-26,5.4623813262241064e-26,5.0447198246935867e-26,6.6649301286672627e-26,6.9677658304777701e-26
7.02125,2.2973740437557099e-25,4.9890199638714444e-25,4.7501427884359627e-26,5.4318975859733821e-26,5.0454479722208051e-26,6.6768382206063585e-26,6.9798097768125485e-26
7.0215,2.2871925585423964e-25,4.9856449663961346e-25,4.7387667432994799e-26,5.4032174141908114e-26,5.0462396557428323e-26,6.6927396572959181e-26,6.9911353014416537e-26
7.02175,2.2786188668668894e-25,4.9809288916230925e-25,4.7293550363153244e-26,5.377031061682035e-26,5.0471275931847133e-26,6.7149917482547442e-26,7.0030035667382594e-26
7.022,2.2716286878836841e-25,4.9753999799346456e-25,4.7198507746681473e-26,5.3511917627019225e-26,5.0478793797332886e-26,6.7392420993477742e-26,7.0124840335064044e-26
7.02225,2.2653089099027221e-25,4.9683625215063858e-25,4.711776017107403e-26,5.326525246672236e-26,5.0485758650864377e-26,6.7669099850513241e-26,7.0215922810519669e-26
7.0225,2.2599098894586724e-25,4.9603568460327565e-25,4.7057561044770428e-26,5.3037394267641383e-26,5.049250669853469e-26,6.8002405891444341e-26,7.0300811529954409e-26
7.02275,2.2549159009369588e-25,4.9519011097039491e-25,4.7022273927776616e-26,5.281591144211644e-26,5.0498454517945696e-26,6.8311942720948135e-26,7.038594014717558e-26
7.023,2.2512617522592065e-25,4.9421868567087955e-25,4.6992285327880156e-26,5.2617622844286495e-26,5.0506197961171074e-26,6.8609637375448255e-26,7.0479710946480225e-26
7.02325,2.2481635327327946e-25,4.9321018882259953e-25,4.6983612442896874e-26,5.2435338793880608e-26,5.0513581110715282e-26,6.8904870052075425e-26,7.0603798841077157e-26
7.0235,2.2452150950645805e-25,4.9222299029658957e-25,4.6994104668589745e-26,5.226450371877015e-26,5.0520232872279551e-26,6.9186860014681112e-26,7.0756534666806545e-26
7.02375,2.2418117471178167e-25,4.9134183595138869e-25,4.703303566779479e-26,5.2104670239646769e-26,5.0525626667253294e-26,6.945701239721611e-26,7.0951968378751705e-26
7.024,2.2373389035862084e-25,4.9034294718457456e-25,4.7097619551708194e-26,5.1951971474010907e-26,5.0527228023827828e-26,6.9695273665298834e-26,7.119345695947715e-26
7.02425,2.231886101457742e-25,4.8922192422354127e-25,4.7179134504738597e-26,5.1805191784690423e-26,5.0524755950902837e-26,6.9953785092685216e-26,7.1488819548852746e-26
7.0245,2.226425347819005e-25,4.8802019108855908e-25,4.7299158499838449e-26,5.1658923558545797e-26,5.0516322725885048e-26,7.0160353976771626e-26,7.1809285244959545e-26
7.02475,2.2202747065577367e-25,4.8676754586538869e-25,4.7437134539901006e-26,5.1508021727322742e-26,5.0504328140230023e-26,7.03730961298523e-26,7.2151833863128197e-26
7.025,2.2145619248185038e-25,4.8548809156751758e-25,4.7612160761948448e-26,5.1349149634759267e-26,5.0490291275885815e-26,7.0583772919144565e-26,7.2477464401739225e-26
7.02525,2.2091875460337176e-25,4.8408138360055097e-25,4.7835948935646384e-26,5.1163022917185155e-26,5.0473889499256434e-26,7.0793216297638242e-26,7.2688985247943538e-26
7.0255,2.2047736236326243e-25,4.8264395951443231e-25,4.8095560448839917e-26,5.0955323026054955e-26,5.045715543111483e-26,7.1053218869510693e-26,7.289812885392139e-26
7.02575,2.2007487812833069e-25,4.811570216439997e-25,4.8393967826281335e-26,5.0723894334985659e-26,5.0441234375614852e-26,7.1307464673226837e-26,7.3064414813162103e-26
7.026,2.1969063204556889e-25,4.7969296572435996e-25,4.873043403121579e-26,5.0469189463694703e-26,5.0426067504089198e-26,7.1569248217252384e-26,7.3161286946082326e-26
7.02625,2.1938340744637019e-25,4.7835053820396855e-25,4.9090453487563011e-26,5.0186666788555408e-26,5.0412714901689123e-26,7.1823235661512911e-26,7.318087267754563e-26
7.0265,2.1909094555517494e-25,4.771197246534231e-25,4.9478271149651405e-26,4.9894592295798077e-26,5.0401992093331221e-26,7.2053614129848789e-26,7.3128620829643789e-26
7.02675,2.1884055588556918e-25,4.7592625754178705e-25,4.9871417881795827e-26,4.9599614849376143e-26,5.039452215348286e-26,7.2232332493468723e-26,7.304714250400405e-26
7.027,2.1863249044276321e-25,4.7479990471831012e-25,5.0257663132771829e-26,4.9308913012824432e-26,5.0389589095218947e-26,7.2342381791342547e-26,7.2944119613956839e-26
7.02725,2.1852338365762691e-25,4.7370819923940964e-25,5.0634024263622703e-26,4.90303516372156e-26,5.0386489713169439e-26,7.2387346162868951e-26,7.279754176463923e-26
7.0275,2.1829055910988608e-25,4.7275724773237454e-25,5.0991932134150278e-26,4.8775754150244254e-26,5.0383223060140434e-26,7.2368781856185014e-26,7.2660047244053505e-26
7.02775,2.1778353018522938e-25,4.7197109113464246e-25,5.1319368126880783e-26,4.8545846834288927e-26,5.0377388286579967e-26,7.2261526260655067e-26,7.2540513127988866e-26
7.028,2.1731998051801421e-25,4.7123683499439743e-25,5.1628693714165242e-26,4.8350932325445485e-26,5.0370186302578612e-26,7.2122224124362742e-26,7.2411480425719107e-26
7.02825,2.1670773948721767e-25,4.704856205303441e-25,5.1902690865498419e-26,4.8178259324492914e-26,5.0360241667089617e-26,7.1950891496074814e-26,7.2280322074427405e-26
7.0285,2.1604895904080744e-25,4.6969020517906096e-25,5.2136689152300581e-26,4.8021641831322186e-26,5.0348765263472552e-26,7.1775046779610806e-26,7.2148609017143613e-26
7.02875,2.1531901406786892e-25,4.6883980331671545e-25,5.2352966979431094e-26,4.7872670470762054e-26,5.033696251931286e-26,7.1608695862136734e-26,7.2013901403166998e-26
7.029,2.1458165164198298e-25,4.6791392558977643e-25,5.2561586187420792e-26,4.7707048601389794e-26,5.0324511500975744e-26,7.1442541097542962e-26,7.186046035496442e-26
7.02925,2.1383609816373771e-25,4.6681479985148491e-25,5.2793300153255728e-26,4.7529320333883203e-26,5.0312936505040694e-26,7.1311390941483349e-26,7.1713479572383075e-26
7.0295,2.1291749638619358e-25,4.6560818047208289e-25,5.3045950262088824e-26,4.7325014512402663e-26,5.030245414092743e-26,7.117845703922997e-26,7.1555324487614499e-26
7.02975,2.1197000305616781e-25,4.6389581268182336e-25,5.3198082169528188e-26,4.7106302086682761e-26,5.0293732301724654e-26,7.1017874988799482e-26,7.142330319625485e-26
7.03,2.1151045286831243e-25,4.6241834874254833e-25,5.3604941717417633e-26,4.6857498989229265e-26,5.028483476198345e-26,7.0921043318056566e-26,7.1338133796134114e-26
7.03025,2.1100689988752267e-25,4.6106677213369378e-25,5.4021996189878253e-26,4.6609132580306315e-26,5.0280685314858441e-26,7.0826331736910054e-26,7.1295215191029712e-26
7.0305,2.1049132853672746e-25,4.5949373274050288e-25,5.4409700146504541e-26,4.6375725336661818e-26,5.0278875114799289e-26,7.0746601443795283e-26,7.1300453977211313e-26
7.03075,2.1012057112877299e-25,4.5766661386404284e-25,5.4810545951672616e-26,4.6170973636601947e-26,5.0277758262316464e-26,7.0720154303441881e-26,7.1345212270657456e-26
7.031,2.0982208955094348e-25,4.5572000383256346e-25,5.5244803178316004e-26,4.5993572878391701e-26,5.0275065179811468e-26,7.0760864322743097e-26,7.1434223680588887e-26
7.03125,2.0974297829278521e-25,4.5380324466399715e-25,5.5695563615990522e-26,4.585360950409514e-26,5.0272055674188319e-26,7.0920871934669626e-26,7.1607682755093393e-26
7.0315,2.0968533973432174e-25,4.5195563887715326e-25,5.6144138398102722e-26,4.5751639628586249e-26,5.0267477042444159e-26,7.1167411967882712e-26,7.1863629115922068e-26
7.03175,2.0958370575483022e-25,4.5009033561700711e-25,5.6581685756042027e-26,4.5672626258361384e-26,5.0260889846334755e-26,7.1500315295145737e-26,7.2206923876929182e-26
7.032,2.0962216825138508e-25,4.4819691080040102e-25,5.7012060455659997e-26,4.5604682292373309e-26,5.0253088927780846e-26,7.1883970693337521e-26,7.2599787096285839e-26
7.03225,2.0966017705698899e-25,4.4632724962247228e-25,5.743837904737226e-26,4.5550903458080493e-26,5.0245437779127841e-26,7.2304911792602588e-26,7.3010095716371384e-26
7.0325,2.0970759296668103e-25,4.4445858548127432e-25,5.7865325268788211e-26,4.5498810094344276e-26,5.0237887620947544e-26,7.2741222550197122e-26,7.3438326362537097e-26
7.03275,2.0983335097121097e-25,4.4260009309714537e-25,5.8298710295708835e-26,4.5442408348238557e-26,5.0229539126090462e-26,7.3159899535149422e-26,7.3800807077738712e-26
7.033,2.1000289183170435e-25,4.4067544562314161e-25,5.8743601828669551e-26,4.5378493713686129e-26,5.0220024775392361e-26,7.3537844778066958e-26,7.415222440600509e-26
7.03325,2.1015875793799462e-25,4.3875058638330579e-25,5.9208665627672264e-26,4.5302926393119611e-26,5.0209292464957701e-26,7.3854084352892444e-26,7.4446352949975194e-26
7.0335,2.103982218395237e-25,4.3688479092933346e-25,5.9701412482457706e-26,4.5224622070195168e-26,5.0198352346249376e-26,7.407412049683414e-26,7.4599178705607996e-26
7.03375,2.1061655011794434e-25,4.3504450343723485e-25,6.0216219144850945e-26,4.5131556890921389e-26,5.018470547543708e-26,7.4156718254446407e-26,7.4646288311301638e-26
7.034,2.1077338501586456e-25,4.3319114368933008e-25,6.0740436996322774e-26,4.5031762197407543e-26,5.017087163422094e-26,7.411099587074821e-26,7.4564165999026318e-26
7.03425,2.1086361508218036e-25,4.3137287172912049e-25,6.1273057334639173e-26,4.492010217047176e-26,5.0155818088329529e-26,7.3946217599600068e-26,7.4364716649309076e-26
7.0345,2.1086097307182756e-25,4.2965597394679269e-25,6.1807651478690525e-26,4.4796951000031102e-26,5.01390558525123e-26,7.3685227880754085e-26,7.404144632349678e-26
7.03475,2.1083108744299234e-25,4.2808653459691791e-25,6.2343474518635022e-26,4.4664576781155688e-26,5.0120538554436503e-26,7.3369228601937734e-26,7.3620094837457108e-26
7.035,2.1070091533833244e-25,4.2659335949926248e-25,6.2876340866211443e-26,4.4535173436911491e-26,5.0102352816548899e-26,7.3016791568721946e-26,7.312219359117595e-26
7.03525,2.0948928572902129e-25,4.252219776144394e-25,6.343306351016568e-26,4.4411206429796921e-26,5.0080735739618153e-26,7.2599032434058981e-26,7.2510434409357782e-26
7.0355,2.0928268271608235e-25,4.2393531708952422e-25,6.3944311043721215e-26,4.4295988878667119e-26,5.0068085678592499e-26,7.2317069707580019e-26,7.2008286529033685e-26
7.03575,2.0941329845050091e-25,4.2272031267145075e-25,6.4441791876965345e-26,4.4191367735583676e-26,5.0057364205330717e-26,7.2055365933081476e-26,7.1562821177440083e-26
7.036,2.0919345912737845e-25,4.2157205597319199e-25,6.4940278156918263e-26,4.4094765747158144e-26,5.0047687821619127e-26,7.1796188601881418e-26,7.1162760147467261e-26
7.03625,2.0853661001475988e-25,4.2049152216305238e-25,6.5416374491052298e-26,4.400066834268791e-26,5.0039479670811684e-26,7.1611027503493283e-26,7.0859023914275563e-26
7.0365,2.0760009643956499e-25,4.1941587791308174e-25,6.5873701730757475e-26,4.3921071841517551e-26,5.003167420213514e-26,7.1502569796906727e-26,7.0638561322002433e-26
7.03675,2.0663862083556568e-25,4.1836774001031119e-25,6.6327061787376184e-26,4.386137672517395e-26,5.0024846341575431e-26,7.1478298756750184e-26,7.0508252203021853e-26
7.037,2.0572015232847303e-25,4.1728265910930343e-25,6.6781615707588835e-26,4.3825689902062285e-26,5.001684107730278e-26,7.1535721982097141e-26,7.0439595576217477e-26
7.03725,2.0339971368612825e-25,4.1626264893467749e-25,6.7287078360800067e-26,4.380694860125598e-26,4.9994337111107952e-26,7.1559571538200381e-26,7.033564585664237e-26
7.0375,2.0261480718679655e-25,4.1517453214580014e-25,6.7724891924575047e-26,4.3833940811658671e-26,4.9992545873277364e-26,7.1767205134742066e-26,7.0282386607818543e-26
7.03775,2.025479726294274e-25,4.1402115793798966e-25,6.8185799276050982e-26,4.3890376495001761e-26,4.9978789065821975e-26,7.1975454869355297e-26,7.0164896102210671e-26
7.038,2.0210755026855587e-25,4.1287038389168009e-25,6.867839561749409e-26,4.3962307948913406e-26,4.995686466211536e-26,7.2138775422663839e-26,6.998446580205817e-26
7.03825,2.0110266560730224e-25,4.1173818411321939e-25,6.918011955787494e-26,4.4040842118957631e-26,4.9931500012713726e-26,7.2237608103852384e-26,6.9745299469241469e-26
7.0385,1.9977025889654696e-25,4.105868045731707e-25,6.9673672637093007e-26,4.4137638894325361e-26,4.9906615673279773e-26,7.2238317267070307e-26,6.9421208599111073e-26
7.03875,1.9848266655175005e-25,4.0936940796452647e-25,7.0167756985065269e-26,4.4245005013068389e-26,4.9881873189789351e-26,7.2170966969794088e-26,6.9063332286770557e-26
7.039,1.9741112800210063e-25,4.0812352820053558e-25,7.066605734710226e-26,4.434004920485813e-26,4.9854811578541849e-26,7.2058374101527317e-26,6.8695582039415606e-26
7.03925,1.9658086298857412e-25,4.0681820888314067e-25,7.1170927466340254e-26,4.4425739255460068e-26,4.9829844621399975e-26,7.1909140024715411e-26,6.835146216879472e-26
7.0395,1.9586180666132253e-25,4.0550543227317592e-25,7.1695957922661248e-26,4.4468511876648184e-26,4.9802498800612829e-26,7.1652598804143903e-26,6.8053930600220518e-26
7.03975,1.9515502983767818e-25,4.0420176577450658e-25,7.2233508411279516e-26,4.4483699465268839e-26,4.9776328216294609e-26,7.1372338749979593e-26,6.7815885585700154e-26
7.04,1.9446444222043958e-25,4.0281653894401014e-25,7.277007255318028e-26,4.449466336663346e-26,4.9751305653414127e-26,7.116131801922313e-26,6.7652730568224724e-26
7.04025,1.9382649971005156e-25,4.0154919209769205e-25,7.3326686645823197e-26,4.4482495641598856e-26,4.972570153570384e-26,7.0890457058631618e-26,6.7576502007778556e-26
7.0405,1.9332010863989854e-25,4.0020510436105302e-25,7.3888232762843932e-26,4.4443452048645288e-26,4.969926011956374e-26,7.06457417878249e-26,6.756499523701266e-26
7.04075,1.9295064803772401e-25,3.9869058938928701e-25,7.4432216613521704e-26,4.4393420124902663e-26,4.9672697289534895e-26,7.0463314228798969e-26,6.7591660271306945e-26
7.041,1.9267059388545703e-25,3.9733265474209237e-25,7.4991513888808548e-26,4.4321899643420074e-26,4.9649169488132278e-26,7.032972710520188e-26,6.7663798901564367e-26
7.04125,1.9242449197690264e-25,3.9593750350274768e-25,7.5526236596873899e-26,4.4237768669947835e-26,4.9627416504475702e-26,7.0280361543131293e-26,6.7746473906643348e-26
7.0415,1.9219975985997975e-25,3.9453405762398735e-25,7.6051328939328087e-26,4.4142167926799363e-26,4.960771343895045e-26,7.0287318771901776e-26,6.7828618028837094e-26
7.04175,1.9194433403942601e-25,3.933128334155745e-25,7.6595443136294014e-26,4.4021858019342424e-26,4.9585902172036763e-26,7.0285425178180516e-26,6.7910920274155892e-26
7.042,1.9166844495101115e-25,3.9196618041400887e-25,7.7126909634448547e-26,4.3896377758375236e-26,4.956447717989209e-26,7.0312129626192147e-26,6.797316716838206e-26
7.04225,1.9139180805870049e-25,3.9055815630415742e-25,7.7652598667275121e-26,4.3770314574652317e-26,4.9541891032295329e-26,7.0350114272692528e-26,6.8013868406200999e-26
7.0425,1.9114160834742232e-25,3.8916654033276175e-25,7.8170878494458824e-26,4.3641598288243709e-26,4.9518241753025028e-26,7.0366091576605804e-26,6.8037573911378669e-26
7.04275,1.9087490315288788e-25,3.8781060961022141e-25,7.8679999915691855e-26,4.3513713694579552e-26,4.9495821931173103e-26,7.0358300447501688e-26,6.8074921727073032e-26
7.043,1.9064243215443797e-25,3.8646808325628381e-25,7.9167308280358784e-26,4.3375343109765616e-26,4.9474343279761921e-26,7.0341294211790017e-26,6.8135819156545157e-26
7.04325,1.9039365202215775e-25,3.8514828162511102e-25,7.9637835062485345e-26,4.3238748477730323e-26,4.9455563386165632e-26,7.0325196818764073e-26,6.8220408321440306e-26
7.0435,1.9006698898318339e-25,3.8391512084265626e-25,8.0096776568668273e-26,4.311090410915276e-26,4.9438825615841424e-26,7.0304902546318727e-26,6.8337785554801244e-26
7.04375,1.8967497820918452e-25,3.8291333595652314e-25,8.0561352464429459e-26,4.2971466485288927e-26,4.9422269994037305e-26,7.0236618435886352e-26,6.8534654014228807e-26
7.044,1.8923117993683537e-25,3.8206025523349422e-25,8.102240043354286e-26,4.2847698518483184e-26,4.9410618875094489e-26,7.0193224852766582e-26,6.8783042387248405e-26
7.04425,1.8673851385665028e-25,3.8116357339567096e-25,8.1517974702691759e-26,4.2708242847972535e-26,4.9388375004706466e-26,6.9998765485405773e-26,6.8959137621684277e-26
7.0445,1.8650587038938267e-25,3.8029998861914703e-25,8.1884751517492644e-26,4.2614976098697209e-26,4.939069965497569e-26,6.9985282580297071e-26,6.9347085606240456e-26
7.04475,1.8732216077249448e-25,3.7937943464110258e-25,8.2280382999952154e-26,4.2518448931039245e-26,4.9384667532888834e-26,6.9926794929423919e-26,6.9719209085934923e-26
7.045,1.8761964071783585e-25,3.7843262991315045e-25,8.26875956032439e-26,4.2409410631760246e-26,4.9373684240096627e-26,6.9784197674281725e-26,7.0000256692160463e-26
7.04525,1.8705659175983925e-25,3.7755813893300886e-25,8.3071668136563127e-26,4.2299454222340249e-26,4.9361572075290057e-26,6.9637334318034296e-26,7.0227026958112361e-26
7.0455,1.8609822892917402e-25,3.7653546055914481e-25,8.3429661202552961e-26,4.2192216928423248e-26,4.9345618659261971e-26,6.9479759470677496e-26,7.0388708985456473e-26
7.04575,1.8510252000556223e-25,3.7535652678345551e-25,8.3779052795822887e-26,4.2091810409866609e-26,4.9329237876197819e-26,6.9321270972215635e-26,7.0484443952704227e-26
7.046,1.8425192703204563e-25,3.7412976132477431e-25,8.4134372759673289e-26,4.1976054508395155e-26,4.9305401446529637e-26,6.9143032528106179e-26,7.0505488470237506e-26
7.04625,1.8356957129371775e-25,3.7269864798059823e-25,8.4488515768130588e-26,4.1871258676008271e-26,4.9283547476822737e-26,6.8998485836952754e-26,7.0434491374467091e-26
