Physical Time (s),xth_right Monitor (W): right_cv1,xth_right Monitor (W): right_cv2,xth_right Monitor (W): right_cv3,xth_right Monitor (W): right_cv4,xth_right Monitor (W): right_cv5,xth_right Monitor (W): right_cv6,xth_right Monitor (W): right_cv7
7.207,1.223127600929508e-14,3.103800983717332e-14,2.6999330974497492e-14,2.1103047796246953e-14,1.5625110129308463e-14,1.0044623693408205e-14,1.2145291992047034e-14
7.20725,1.2462948450326868e-14,2.9814033096503634e-14,2.7005470569518015e-14,2.1696219148244298e-14,1.4107823409749273e-14,9.5424397412260845e-15,1.1917757124587081e-14
7.2075,1.2520571353728011e-14,2.9449991569490506e-14,2.6968496464899637e-14,2.1394756110256551e-14,1.5158169624908447e-14,9.7714344681213509e-15,1.2574238893785727e-14
7.20775,1.2716174482270963e-14,2.9534160404451987e-14,2.6468568470615473e-14,2.1271488390921818e-14,1.5306846235287572e-14,9.9789869254346235e-15,1.2283851949222961e-14
7.208,1.2744493190437018e-14,2.874164141204749e-14,2.6508694697849818e-14,2.0899117768857108e-14,1.5559392323563626e-14,9.8823871352156302e-15,1.1846677825709567e-14
7.20825,1.2501173472466939e-14,2.8587452958790284e-14,2.6077524437237629e-14,2.1134535112126699e-14,1.4859479721220628e-14,9.903930527228446e-15,1.2361339304027221e-14
7.2085,1.2557415381052656e-14,2.8088039704961247e-14,2.6123154373467519e-14,2.138349818177342e-14,1.5022917003474002e-14,9.9560517936381904e-15,1.1881045047494911e-14
7.20875,1.2553097394018458e-14,2.7971849193994406e-14,2.5832184667374676e-14,2.1433061146692902e-14,1.6037731483805366e-14,9.746646529970292e-15,1.2052468663441351e-14
7.209,1.2653840540862182e-14,2.716108693591952e-14,2.6261308443442079e-14,2.1604178235081941e-14,1.4783001700076444e-14,9.5398086317201532e-15,1.1615527196960059e-14
7.20925,1.2265749930775334e-14,2.6756055042371181e-14,2.5800498700506344e-14,2.1563308678452693e-14,1.5181617577069855e-14,9.8727090106365993e-15,1.2153441909063309e-14
7.2095,1.280814923178248e-14,2.6057604087619419e-14,2.6018220928298578e-14,2.1324077920838211e-14,1.5590793195846826e-14,9.6027747062520859e-15,1.1601496489083024e-14
7.20975,1.2268454867417572e-14,2.5920185095762567e-14,2.5328853144373788e-14,2.1243349642355219e-14,1.5958228029165146e-14,1.0489361110707437e-14,1.1542222871445201e-14
7.21,1.2842115677258951e-14,2.6187746024432337e-14,2.5349782815370127e-14,2.0913888060556727e-14,1.5782191149041791e-14,1.055352535769137e-14,1.1891482917546553e-14
7.21025,1.1901691857193899e-14,2.4897171612041095e-14,2.5293893403569991e-14,2.1008171368454555e-14,1.5547987638290592e-14,9.9644901536529375e-15,1.1749732169481108e-14
7.2105,1.2735658395339864e-14,2.5247463661996536e-14,2.5191780277071208e-14,2.1075093074986918e-14,1.527640172899492e-14,1.0146017304499881e-14,1.1836619463952371e-14
7.21075,1.3165630978626571e-14,2.4348811375868045e-14,2.4158247669672992e-14,2.1737000143601243e-14,1.5781054394944666e-14,1.0182469320994314e-14,1.1712201346816114e-14
7.211,1.3077288342159856e-14,2.4547460925220243e-14,2.4775986940041714e-14,2.1601850087040343e-14,1.5500558033110235e-14,1.0694723612674017e-14,1.2152264784756891e-14
7.21125,1.3110773839961794e-14,2.3575110245589747e-14,2.4779242164631182e-14,2.1779230095414509e-14,1.5965733501616753e-14,1.0130708893768758e-14,1.1938171966868882e-14
7.2115,1.2822792504028503e-14,2.3830961984980046e-14,2.4740584326993008e-14,2.1707257125221456e-14,1.6027756405068866e-14,1.0609914257827887e-14,1.1339464649188367e-14
7.21175,1.2501486969079743e-14,2.338286652539565e-14,2.4158046730364108e-14,2.154093129140168e-14,1.5680000613356481e-14,1.0519246438768663e-14,1.1964400589167558e-14
7.212,1.2737335073217217e-14,2.3058626484799685e-14,2.394801864407769e-14,2.1279410346946278e-14,1.5957937154676938e-14,9.7244796208458418e-15,1.1727660457950192e-14
7.21225,1.1965546157524964e-14,2.1954807468082315e-14,2.379803614601195e-14,2.1744980337407342e-14,1.5923481786522363e-14,9.9710839588942864e-15,1.1897279857148021e-14
7.2125,1.2600182124887101e-14,2.1904856290552908e-14,2.3686998711767939e-14,2.1507064916783672e-14,1.6450371012465812e-14,1.0394856431635781e-14,1.1818162789328525e-14
7.21275,1.2988669851149009e-14,2.1330498872318196e-14,2.3893375963382302e-14,2.1206409072344495e-14,1.6499022907627706e-14,1.0156466793521192e-14,1.1847780694019237e-14
7.213,1.3160765803854566e-14,2.0245074466741516e-14,2.3722028856868367e-14,2.1210660739025741e-14,1.6530921994394681e-14,9.892870252286007e-15,1.2217178721441028e-14
7.21325,1.3210477641217793e-14,2.0922988581736869e-14,2.3115950368443895e-14,2.1210126009468601e-14,1.6249291655563729e-14,1.0387098960088509e-14,1.2600902967313008e-14
7.2135,1.31882141564862e-14,2.0490514955222875e-14,2.3216479404334517e-14,2.1451375664723978e-14,1.7058064036646168e-14,1.025935327378621e-14,1.1877594042500029e-14
7.21375,1.3838660683532506e-14,2.007887562823795e-14,2.2840571676980501e-14,2.1378584773725809e-14,1.6979729831373562e-14,1.0896335576746343e-14,1.1948113033876457e-14
7.214,1.3543203681615965e-14,1.9349027433337665e-14,2.2529234176144842e-14,2.1403771800324163e-14,1.6483045244690346e-14,1.0309000642727823e-14,1.2483467885647639e-14
7.21425,1.300872177974464e-14,1.900162796917416e-14,2.2422712913668591e-14,2.1657135920873112e-14,1.6440480954503343e-14,1.0626009627994235e-14,1.1652123977051627e-14
7.2145,1.2943779833615909e-14,1.9317925278472599e-14,2.2544566599148702e-14,2.1006444396861545e-14,1.7285117746455946e-14,1.0260053549372837e-14,1.1569594620627489e-14
7.21475,1.323249859161363e-14,1.9053100314062987e-14,2.217075532570936e-14,2.1027301081758465e-14,1.717302828231906e-14,1.0061032532671844e-14,1.1979714652120557e-14
7.215,1.3609805838818137e-14,1.7557419098568357e-14,2.1956484949402885e-14,2.1370480529760743e-14,1.6467002757440779e-14,1.0620564971144912e-14,1.2458106309974933e-14
7.21525,1.3256994640928246e-14,1.7647447163157461e-14,2.2414810604451048e-14,2.1237032883278093e-14,1.7474474829038752e-14,1.0634536468271196e-14,1.2393857730354059e-14
7.2155,1.3466035183889718e-14,1.7788123744732695e-14,2.185834240271937e-14,2.0982771170887545e-14,1.695687802420055e-14,1.0915327981570591e-14,1.159067253637398e-14
7.21575,1.3748759192498845e-14,1.7738990178906911e-14,2.1267233841548584e-14,2.1335513996488433e-14,1.7345493695174948e-14,1.0981636924297013e-14,1.1777954052367307e-14
7.216,1.405202563315746e-14,1.7248910129753659e-14,2.115589818409885e-14,2.1305246394094035e-14,1.7285723670449553e-14,1.0528863614204632e-14,1.1664472814914081e-14
7.21625,1.3883949989598079e-14,1.6472759577653237e-14,2.1093129437981901e-14,2.1215384244613588e-14,1.7954264906993625e-14,1.0763400309334559e-14,1.1768700409283677e-14
7.2165,1.3471450706019219e-14,1.6153576907381576e-14,2.1256059451978012e-14,2.0653217811358203e-14,1.7410586751616564e-14,1.0764659787982798e-14,1.1919739438346422e-14
7.21675,1.3611161155214225e-14,1.6158812933688153e-14,2.0715915897242492e-14,2.1236288755374548e-14,1.7602713562115118e-14,1.0680039353843072e-14,1.2202455140769863e-14
7.217,1.3485463414149032e-14,1.5604169356907272e-14,2.020654992016702e-14,2.0765072319599555e-14,1.767900090664195e-14,1.1273680884388934e-14,1.1828244103108157e-14
7.21725,1.3889707030551536e-14,1.5657365895522647e-14,2.0425702971913903e-14,2.1280909170169369e-14,1.7543753448371341e-14,1.0462233547205213e-14,1.1602130588997071e-14
7.2175,1.4025119883520925e-14,1.504695908492581e-14,2.0118428895382433e-14,2.0877030284686414e-14,1.7228713956180096e-14,1.0624683965857919e-14,1.147884020241209e-14
7.21775,1.3987084176004612e-14,1.5090650061504798e-14,2.0027763669049178e-14,2.0819980348634326e-14,1.7930203643354048e-14,1.1181716576282016e-14,1.2303906642353269e-14
7.218,1.4018586718189759e-14,1.47153939916979e-14,1.9557754370201765e-14,2.1245422141136438e-14,1.7573848523102873e-14,1.0978988023520443e-14,1.2382112411203888e-14
7.21825,1.4347780185370965e-14,1.4027098610360785e-14,1.9343583789363461e-14,2.0578121676451725e-14,1.7481144464796496e-14,1.0863100629429836e-14,1.1999251012097742e-14
7.2185,1.4110406408536195e-14,1.4706532840917462e-14,1.9380744439632407e-14,2.0786179415881334e-14,1.7598935422760251e-14,1.0974391998812762e-14,1.1722997151567526e-14
7.21875,1.41514077149539e-14,1.3618366920741231e-14,1.9289401007155899e-14,2.087657687771041e-14,1.7626757046927574e-14,1.0477554634939899e-14,1.1953694149907629e-14
7.219,1.4371365451273491e-14,1.3637032396072563e-14,1.9179426932207341e-14,2.0936892615989126e-14,1.7606679547899125e-14,1.0708895948712223e-14,1.2075891851752247e-14
7.21925,1.443758738949766e-14,1.3721640081973595e-14,1.8697897017275298e-14,2.069710258827181e-14,1.7412972414475777e-14,1.0929157075742989e-14,1.1472019779983301e-14
7.2195,1.4757809140163293e-14,1.2598885092715639e-14,1.8792052876797576e-14,2.0934182051716386e-14,1.6983674368784561e-14,1.0790722269385643e-14,1.2091888608616096e-14
7.21975,1.4615654936968753e-14,1.3398373906872071e-14,1.8734143584921578e-14,2.024334271539164e-14,1.7694814405928163e-14,1.0993353296597097e-14,1.1489383110386923e-14
7.22,1.4050001662427619e-14,1.2659605397857951e-14,1.8237332225015954e-14,2.0596571937215432e-14,1.8022505888006249e-14,1.1036390895709281e-14,1.1562952129734151e-14
7.22025,1.4529184707008213e-14,1.255905149363306e-14,1.8274184357072842e-14,2.0705609969914842e-14,1.76136402652277e-14,1.1167974653317622e-14,1.184754030331346e-14
7.2205,1.5047357075863427e-14,1.1961440560246623e-14,1.7791424297823055e-14,2.0401522520756181e-14,1.7960576333205062e-14,1.0786884382008725e-14,1.2327592555229009e-14
7.22075,1.5108189586072215e-14,1.2140044421219401e-14,1.7395198736264933e-14,2.0491249151022522e-14,1.754257141053338e-14,1.1362981677108804e-14,1.1740481356505806e-14
7.221,1.5287801717528434e-14,1.1841443545970758e-14,1.7398206939133706e-14,2.1197301069626054e-14,1.7885754642352775e-14,1.1313402376450758e-14,1.219058188265061e-14
7.22125,1.4835721909286695e-14,1.1547676641711363e-14,1.7139444182547565e-14,2.0313542313134162e-14,1.7307939126352857e-14,1.1045840155670923e-14,1.177218395854558e-14
7.2215,1.5095162575039419e-14,1.1392427075785608e-14,1.7183529862711792e-14,2.0103186813991185e-14,1.8186862821870884e-14,1.1375474041358864e-14,1.195678129422183e-14
7.22175,1.5666570722067791e-14,1.159541983713026e-14,1.7191929345455374e-14,1.9849626952881158e-14,1.8134702515283347e-14,1.1654473567807765e-14,1.1433305928040029e-14
7.222,1.5521864028848049e-14,1.0981486345857444e-14,1.6240877861640902e-14,1.9881314636320528e-14,1.7371977088882299e-14,1.1124948109358476e-14,1.2382463625028554e-14
7.22225,1.5654586966847182e-14,1.051894478608588e-14,1.6283402228276294e-14,1.9960936861534381e-14,1.7790943577638497e-14,1.1483273983950028e-14,1.184107023568175e-14
7.2225,1.5459888420485805e-14,1.0247587570398953e-14,1.6537485249126221e-14,1.9817989156518688e-14,1.7392265999106746e-14,1.0809086068213003e-14,1.2023319263305442e-14
7.22275,1.6133163612491623e-14,1.0084023298247119e-14,1.6350638954723997e-14,1.9543409922249392e-14,1.8409862165785209e-14,1.1147320058758962e-14,1.1456912451570185e-14
7.223,1.5564539781015919e-14,9.6960819909361247e-15,1.5741894337701355e-14,2.0053014913881434e-14,1.8210170276744929e-14,1.0808119233318862e-14,1.1852168814487529e-14
7.22325,1.4958817392726695e-14,1.0226841376169889e-14,1.6280702400851191e-14,1.970803791911241e-14,1.7954544442117389e-14,1.1252219330071287e-14,1.1894725504491858e-14
7.2235,1.6184379085393777e-14,9.7292860898883264e-15,1.5976822990535805e-14,1.9392756334389418e-14,1.8022866502476929e-14,1.102851775718764e-14,1.2096797193601735e-14
7.22375,1.6393255836077904e-14,9.7869254403361414e-15,1.5443472824185707e-14,1.9265006241575626e-14,1.8160020223311914e-14,1.1271406433554875e-14,1.1722315790070345e-14
7.224,1.5949252142905005e-14,9.5860990226949495e-15,1.5636252787189075e-14,1.936288261797733e-14,1.7898019291305053e-14,1.1218915959685527e-14,1.1619886688488623e-14
7.22425,1.5900812109255408e-14,8.8467207619838733e-15,1.5306243004583731e-14,1.9481133140761217e-14,1.8215127522982522e-14,1.0793510596123136e-14,1.1581607922532717e-14
7.2245,1.6633112951528766e-14,9.5731031697863689e-15,1.4860900901502267e-14,1.9094785942601061e-14,1.8413922493440481e-14,1.1380145542208673e-14,1.1828029976370555e-14
7.22475,1.7076559370433205e-14,8.8575910079194514e-15,1.4648923633065541e-14,1.9076148144254606e-14,1.8309181945345131e-14,1.1204807190991374e-14,1.1800956433891515e-14
7.225,1.6628682752006553e-14,9.3179303784687439e-15,1.4478539644655658e-14,1.9041088513554956e-14,1.7999277595580735e-14,1.2049754819556609e-14,1.19536114934084e-14
7.22525,1.6688388191082946e-14,8.4819257279182569e-15,1.4562735935608354e-14,1.9284136822662842e-14,1.8367004038651049e-14,1.1086303259566604e-14,1.1901668262388019e-14
7.2255,1.6727357782287953e-14,8.428271391172871e-15,1.3833361011640727e-14,1.8737400449513661e-14,1.7910626616623654e-14,1.1543746211363844e-14,1.1343807482879653e-14
7.22575,1.7157400372909135e-14,8.4709016909448575e-15,1.4527446998598874e-14,1.920533160210284e-14,1.7451547210489067e-14,1.0778121363319575e-14,1.1748191554558099e-14
7.226,1.716184519216998e-14,9.0075790022132957e-15,1.4031043776384361e-14,1.8596462036474401e-14,1.8626855957223777e-14,1.1150394278433548e-14,1.2232283226702078e-14
7.22625,1.7098026606599165e-14,8.7963109280045852e-15,1.3483516722260349e-14,1.9085276359003709e-14,1.7855141662746709e-14,1.1402426933414814e-14,1.1652320351064479e-14
7.2265,1.7010024949888324e-14,7.6870275902162191e-15,1.3782946123471441e-14,1.8775489028149852e-14,1.811299761120667e-14,1.1861116023133758e-14,1.2042311310127737e-14
7.22675,1.7552683804211487e-14,7.9411093762263098e-15,1.3809931610179866e-14,1.8373367962765085e-14,1.7836581376487205e-14,1.1442629305622656e-14,1.1894075172974422e-14
7.227,1.7307895457916834e-14,8.1661631926327266e-15,1.2805335568412847e-14,1.8162867794660954e-14,1.788209268683483e-14,1.1603713565674186e-14,1.1838047794943075e-14
7.22725,1.7694296174992426e-14,7.7638036366293597e-15,1.277288422618099e-14,1.8309230309968301e-14,1.814791813826053e-14,1.1704093053329277e-14,1.1986035173584488e-14
7.2275,1.7725477987852978e-14,7.3632237311172273e-15,1.2434495030446627e-14,1.7768258846735548e-14,1.8207760160131167e-14,1.1458950493656797e-14,1.142223489687577e-14
7.22775,1.8426481081545993e-14,6.9312130624357361e-15,1.2751961316880694e-14,1.8068676706924155e-14,1.844434155698639e-14,1.1833044252365634e-14,1.1477386539428436e-14
7.228,1.8324126428692357e-14,6.9130548491446142e-15,1.2746601059387575e-14,1.7868823745898128e-14,1.8009696328404513e-14,1.15011877844674e-14,1.2153992522239109e-14
7.22825,1.812128896874105e-14,6.9917932069830135e-15,1.2221058993761451e-14,1.807340926220374e-14,1.8186402987950689e-14,1.1419747010055233e-14,1.2649495967645478e-14
7.2285,1.8329493074978297e-14,7.3429063946784697e-15,1.2447801179205667e-14,1.7661549816613789e-14,1.8342104838942267e-14,1.1534384672758764e-14,1.1712178083541001e-14
7.22875,1.8185689924680428e-14,7.0840736958073953e-15,1.201678116306133e-14,1.7389768155295189e-14,1.8109642995013158e-14,1.1710743875703226e-14,1.1829221823154855e-14
7.229,1.823738250894923e-14,6.5263055432246923e-15,1.1777394049023023e-14,1.750437342959523e-14,1.8234211079628785e-14,1.2152285038965299e-14,1.1862309875491206e-14
7.22925,1.8627544810239057e-14,6.5516849511945262e-15,1.1743998180078273e-14,1.8281940308995008e-14,1.72546384615443e-14,1.1917854393747977e-14,1.225345071318829e-14
7.2295,1.9020328547581583e-14,6.9671865957145543e-15,1.0968420999073278e-14,1.7222986536039934e-14,1.8336414180408225e-14,1.1849011632451572e-14,1.1565225271412668e-14
7.22975,1.8720087638773042e-14,6.3409607044150418e-15,1.1457985026547991e-14,1.7337238153692635e-14,1.7540781141840455e-14,1.1784132841247892e-14,1.1933482710846112e-14
7.23,1.9022271826949371e-14,6.3275450972375418e-15,1.1361526313840298e-14,1.7174400399941833e-14,1.8006856472369429e-14,1.1830245658827912e-14,1.2394486549714721e-14
7.23025,1.9649614224846882e-14,6.1367271483880506e-15,1.0900619558512764e-14,1.7041515136175221e-14,1.7837970910183319e-14,1.2112666099010025e-14,1.1339395134154431e-14
7.2305,1.9606274579383543e-14,5.9425777888166392e-15,1.0903127326714169e-14,1.7284078278912282e-14,1.7565231060478231e-14,1.1666302713320305e-14,1.1596762308894137e-14
7.23075,1.9392107954254593e-14,6.2715007599127687e-15,1.0496385533026478e-14,1.7424851978110587e-14,1.8672918970208784e-14,1.2140602405937237e-14,1.1275221144199316e-14
7.231,1.9599315332249792e-14,6.619206094659674e-15,1.0487348328742864e-14,1.6146927503902912e-14,1.8296413811129657e-14,1.2058450678070218e-14,1.1673866703128645e-14
7.23125,1.9473618293122925e-14,6.5521755365108642e-15,1.0258962070531474e-14,1.6687267156513638e-14,1.7485267731854771e-14,1.1773508712795076e-14,1.205856528986665e-14
7.2315,1.9582057598022353e-14,5.6624412921348954e-15,1.0156389514945847e-14,1.6748082440897922e-14,1.7427113100992873e-14,1.1965839723996102e-14,1.1858358347620461e-14
7.23175,1.9807058459661868e-14,6.6501948378650584e-15,1.0678806954808464e-14,1.6544891471385447e-14,1.7630747057511605e-14,1.2517211999415095e-14,1.1700321823031956e-14
7.232,2.0341306625164991e-14,5.9453533386740152e-15,9.7580753673319796e-15,1.6376106323272746e-14,1.7745317340666162e-14,1.204416158160962e-14,1.1452942799297686e-14
7.23225,2.0757578689758997e-14,6.2786529469450453e-15,9.8963512169972575e-15,1.5618429666923873e-14,1.7876185051025859e-14,1.2170328370068053e-14,1.2508568523879754e-14
7.2325,2.0062884096804981e-14,5.1560904876906756e-15,9.7215327296916646e-15,1.578367265433203e-14,1.7627767780437689e-14,1.2542531550314203e-14,1.1883522916470283e-14
7.23275,2.0859139656579666e-14,5.958713222806321e-15,9.5051347094603598e-15,1.5717786111686526e-14,1.8015466566217196e-14,1.2196476537835779e-14,1.1880820299009672e-14
7.233,2.0715307310370522e-14,5.2575262473755228e-15,9.0185932922901862e-15,1.5960102355858757e-14,1.7989219348156928e-14,1.2499331590861202e-14,1.146203000557948e-14
7.23325,2.0907425200793063e-14,5.1999006644256436e-15,9.1751233156542797e-15,1.5646635323829615e-14,1.7482834090088047e-14,1.2185119442794924e-14,1.1483075394567093e-14
7.2335,2.0725570916012131e-14,5.5065665341503239e-15,9.0403087091796712e-15,1.6079110840200158e-14,1.7505494330585074e-14,1.2623897883271065e-14,1.1662043430107283e-14
7.23375,2.0985638475401143e-14,5.3308820393839564e-15,9.0904001311635489e-15,1.5481009063631211e-14,1.724605225295497e-14,1.2523501361948478e-14,1.1642113396294049e-14
7.234,2.1018074807785534e-14,4.8735435152567672e-15,9.2160168689863279e-15,1.5190559975725926e-14,1.7424320135085101e-14,1.2516516233186899e-14,1.172105772941925e-14
7.23425,2.1765925975915007e-14,4.415459177581957e-15,8.6530506601706948e-15,1.4939238042354796e-14,1.8288003463565178e-14,1.2342913031355391e-14,1.1808756025352136e-14
7.2345,2.2050316750812296e-14,5.0147489202215034e-15,8.4299780141908545e-15,1.5010080221138562e-14,1.7604977923631334e-14,1.2544713575710434e-14,1.2033064511505354e-14
7.23475,2.1086995033704404e-14,4.6164576338044558e-15,8.8989017232169882e-15,1.4816929839459798e-14,1.8207869175024459e-14,1.2947271265315378e-14,1.2195849883376295e-14
7.235,2.1658968415545298e-14,5.2687260004436655e-15,8.2125324388889593e-15,1.4997868593313663e-14,1.7171791081100963e-14,1.2330454208256445e-14,1.1623846311926151e-14
7.23525,2.1383181717111748e-14,4.8938559088723811e-15,7.8557990925892716e-15,1.4994549183846479e-14,1.7027569707670779e-14,1.1911383959175951e-14,1.1796185262535744e-14
7.2355,2.252147344384206e-14,5.31406297189433e-15,8.0605297520681552e-15,1.4306152281913186e-14,1.7370330405435217e-14,1.2299898688834783e-14,1.1969140073914363e-14
7.23575,2.219037236079042e-14,4.4161786132070708e-15,7.9018394642531545e-15,1.4375481457038664e-14,1.7352100698550926e-14,1.2991913731417559e-14,1.1840587982322622e-14
7.236,2.1884001305278968e-14,4.5216260568295925e-15,8.0655938571789532e-15,1.4154927162460727e-14,1.7240533210342916e-14,1.2358882947381404e-14,1.1730703651456277e-14
7.23625,2.2186029406501504e-14,4.5586257926404047e-15,7.8391680771331149e-15,1.4505077912152016e-14,1.6890237723243458e-14,1.2839289716515763e-14,1.2233913231815607e-14
7.2365,2.200257189894249e-14,4.4979532438870362e-15,7.1344786510582429e-15,1.3832650025574715e-14,1.7505084325739904e-14,1.2661368311580929e-14,1.1399544609660063e-14
7.23675,2.2401946110445854e-14,4.980284991611771e-15,7.1872210608438499e-15,1.4293594113333114e-14,1.7687226260055746e-14,1.3078186319554328e-14,1.1836510811731286e-14
7.237,2.299702567086445e-14,4.0289477773572936e-15,7.1890520214635933e-15,1.3705415764380654e-14,1.7359425642506256e-14,1.2270503044483182e-14,1.1680973236883209e-14
7.23725,2.3125759696135208e-14,4.7736838163372218e-15,7.0213196505061406e-15,1.3825750105839137e-14,1.7149372959017408e-14,1.305875326249471e-14,1.1685052045916119e-14
7.2375,2.288031420324732e-14,3.3332410547920029e-15,7.0825441928458932e-15,1.3539826479672517e-14,1.7255287963054917e-14,1.2620768365750513e-14,1.18701218318306e-14
7.23775,2.2662584696279776e-14,4.6247032072390663e-15,6.888309939325711e-15,1.3143152619294369e-14,1.6181011880095456e-14,1.3391283390212962e-14,1.2096589873031044e-14
7.238,2.3425456943536777e-14,4.9488918683200634e-15,6.8885574586425208e-15,1.3391360466899775e-14,1.6691967376929973e-14,1.3029431931646181e-14,1.1742885319589286e-14
7.23825,2.2979128513034153e-14,3.9356688543080804e-15,7.2746186538739982e-15,1.2981197135239233e-14,1.6593701326976132e-14,1.3445577099767778e-14,1.1725457029244846e-14
7.2385,2.3223605983559137e-14,4.3732735230128786e-15,7.3180284142771918e-15,1.3472841316688701e-14,1.667583331251881e-14,1.2613727516814047e-14,1.2313273164599339e-14
7.23875,2.3678230017203021e-14,4.3460554216289081e-15,6.6214144451213122e-15,1.2876386692383663e-14,1.6908778138166021e-14,1.303232288172664e-14,1.2294247422469751e-14
7.239,2.3516169625898132e-14,4.2305703060572341e-15,6.1604389703494896e-15,1.3379352405790426e-14,1.7383040131622259e-14,1.327447413195375e-14,1.2074956322956774e-14
7.23925,2.3636422709669653e-14,3.9285379368261721e-15,5.9385612065056781e-15,1.2476125938917507e-14,1.6410174195078145e-14,1.2015766527834639e-14,1.1984975487527213e-14
7.2395,2.3399503672973753e-14,3.6529676254285111e-15,6.3232080909761325e-15,1.2934467239507887e-14,1.5639680104834431e-14,1.3693391921402447e-14,1.1723946187748915e-14
7.23975,2.4041843856140464e-14,4.4532150307124253e-15,5.9099404449637777e-15,1.2844863518615382e-14,1.7094594415959823e-14,1.2661136102552106e-14,1.2190586138854208e-14
7.24,2.4038190053688515e-14,3.8723264221026072e-15,5.8927746000050791e-15,1.2307190009942193e-14,1.6119308406915959e-14,1.3158340004363535e-14,1.155317420026475e-14
7.24025,2.4034177292865424e-14,3.6981748039200879e-15,5.8223674160767601e-15,1.2174798827139602e-14,1.5856719767731908e-14,1.3194476157374921e-14,1.1661672054154122e-14
7.2405,2.4126892548295707e-14,3.4404550011919799e-15,5.7928905583837298e-15,1.2043910925495175e-14,1.6450409206678784e-14,1.2972094004415888e-14,1.1963491070569871e-14
7.24075,2.4271317289204344e-14,4.0769460490903929e-15,5.8789959785330747e-15,1.1630821078591008e-14,1.6433074791592858e-14,1.3334668067218513e-14,1.1444655707314751e-14
7.241,2.4819954435768614e-14,3.7436280264439002e-15,5.402728581066366e-15,1.2637184673314217e-14,1.6143311751578687e-14,1.3145987090367339e-14,1.1490447404818574e-14
7.24125,2.446487638368227e-14,3.8989236223849616e-15,5.3193382164224729e-15,1.2066462258554465e-14,1.6435461790130243e-14,1.3514607891986812e-14,1.1404854347669436e-14
7.2415,2.4270536291376894e-14,4.439673241695016e-15,5.3387966477928292e-15,1.187963367669886e-14,1.5345277792505617e-14,1.3216594902625027e-14,1.172268554429295e-14
7.24175,2.5086440678057787e-14,4.0730879192680354e-15,5.2353384288429019e-15,1.1198210807887072e-14,1.6444882118530193e-14,1.3500851070576874e-14,1.2162241425287066e-14
7.242,2.4945204378999124e-14,3.834037587251039e-15,4.5650324906821323e-15,1.1411039112389317e-14,1.6064800338486703e-14,1.3499761501818998e-14,1.1799059746750962e-14
7.24225,2.4476419026411544e-14,3.7829027805318992e-15,4.3478116429952225e-15,1.1740628098445283e-14,1.5581529822006437e-14,1.3647730205606052e-14,1.2169041581213564e-14
7.2425,2.4821446470877635e-14,3.7798413968050558e-15,4.9846288569283453e-15,1.1615057212883148e-14,1.5565131907053432e-14,1.3239996042999403e-14,1.2037332311348789e-14
7.24275,2.5177567101795226e-14,3.3174557445900314e-15,4.3148110669409215e-15,1.0579079105865941e-14,1.6246946050339049e-14,1.3280333384945222e-14,1.2284118558153071e-14
7.243,2.5499032748613672e-14,3.9093776413583278e-15,5.1631687176751355e-15,1.0869792432555549e-14,1.5607756241921895e-14,1.365868708329389e-14,1.1920833630497264e-14
7.24325,2.53545608463611e-14,3.2842393548241195e-15,5.3099451060922792e-15,1.1076400229152063e-14,1.5290045687001811e-14,1.3484449054011016e-14,1.1870941072264899e-14
7.2435,2.4865171840176585e-14,3.7884643383107191e-15,3.8309537117824247e-15,1.0758269517358874e-14,1.5451867805821539e-14,1.3596729136901076e-14,1.2319916357332147e-14
7.24375,2.6191040953389445e-14,3.5608027644790009e-15,4.9848940581665931e-15,1.0355365197456235e-14,1.6153014817749764e-14,1.3627849381924592e-14,1.1947296337304367e-14
7.244,2.5614748664310397e-14,3.4718761038686238e-15,4.272184418452381e-15,1.0867533114407463e-14,1.4824481113107547e-14,1.3643824357857676e-14,1.2262081996673543e-14
7.24425,2.5439851950465119e-14,3.4756290499216916e-15,4.748925428814718e-15,1.0657235201601649e-14,1.5645682701057969e-14,1.3278586362940195e-14,1.1922017445875039e-14
7.2445,2.5563708604672494e-14,3.6483362656388893e-15,3.9033741483522441e-15,1.0070926978634979e-14,1.5322110785783e-14,1.3797933445729598e-14,1.1777824118409078e-14
7.24475,2.6688700402647305e-14,3.0095653122663924e-15,3.5489746034794135e-15,1.0457499542628009e-14,1.509086452173718e-14,1.3853405974864943e-14,1.1532442850574899e-14
7.245,2.6042795229064662e-14,3.3740330108907888e-15,4.3920025706555978e-15,1.0213640934702176e-14,1.5350786618480032e-14,1.3476445496229932e-14,1.1547876013267889e-14
7.24525,2.5749745985786288e-14,3.6103407171161573e-15,4.312722682453833e-15,9.8681968614923318e-15,1.4634352139741284e-14,1.4081981374277881e-14,1.1629464752044382e-14
7.2455,2.5929723777201064e-14,3.3838499880760404e-15,4.3864936323126761e-15,9.8966030219830766e-15,1.5027601547015245e-14,1.3403048619167646e-14,1.2291059992297009e-14
7.24575,2.6594941889687739e-14,3.6300567020138896e-15,3.8108795157555073e-15,9.6322163557111455e-15,1.4836003828360143e-14,1.3592872137137396e-14,1.1797075329715307e-14
7.246,2.6393797450676803e-14,4.0539843169518798e-15,3.5999780156961525e-15,1.0043896125532379e-14,1.4547011969984878e-14,1.3788971682331662e-14,1.19276042772439e-14
