Physical Time (s),ew_top Monitor (W): top_cv1,ew_top Monitor (W): top_cv2,ew_top Monitor (W): top_cv3,ew_top Monitor (W): top_cv4,ew_top Monitor (W): top_cv5,ew_top Monitor (W): top_cv6,ew_top Monitor (W): top_cv7
7.32875,1.7004895432952123e-24,1.5928472243779673e-25,2.9420314311869403e-25,8.9770695375472159e-26,1.4673187264999259e-25,1.9917151856927948e-25,7.9124185100478229e-24
7.329,1.696741462419555e-24,1.6003999526988459e-25,2.9268856688845075e-25,9.0140712816871044e-26,1.4539136548609284e-25,1.9897810707069814e-25,7.9105150470441317e-24
7.32925,1.6934998437407225e-24,1.608261806542103e-25,2.9111839405576907e-25,9.0466840811121854e-26,1.440769005812863e-25,1.9882828687762993e-25,7.9087074923365911e-24
7.3295,1.6898456737054922e-24,1.6164757149862129e-25,2.8942111569852479e-25,9.0732926942796112e-26,1.4278882511942194e-25,1.9871060167145868e-25,7.9070176495741211e-24
7.32975,1.6864363444234425e-24,1.625509053020635e-25,2.8774371158625005e-25,9.1005132644459598e-26,1.4150190960552528e-25,1.9858967498801942e-25,7.9054232711632173e-24
7.33,1.6829760958287204e-24,1.6352970018796761e-25,2.8600114520398222e-25,9.1243781333791954e-26,1.4023798006559e-25,1.984517054699394e-25,7.9037991512987786e-24
7.33025,1.6792464788080036e-24,1.6457271647533111e-25,2.8423679637441746e-25,9.1464164775935303e-26,1.3895313405714103e-25,1.9826040062051749e-25,7.9020194598737739e-24
7.3305,1.6751070118863999e-24,1.6565467501101266e-25,2.824808437180607e-25,9.1709340702782852e-26,1.3765016469193936e-25,1.9800065433080091e-25,7.8999289773091358e-24
7.33075,1.6708023281720757e-24,1.6676274539949663e-25,2.8079557243435256e-25,9.2014858033315728e-26,1.3635062782786317e-25,1.9771226029338732e-25,7.8974289607370895e-24
7.331,1.666894760991039e-24,1.6789124904256379e-25,2.7915944569068767e-25,9.2364420139692916e-26,1.3505879389778432e-25,1.9742883616254372e-25,7.8943837083809741e-24
7.33125,1.6632362730287561e-24,1.6902883336384525e-25,2.7758554478697061e-25,9.2770345108266835e-26,1.3379980298436149e-25,1.9716905780633737e-25,7.8907379947425056e-24
7.3315,1.6598624239838977e-24,1.7015641244083097e-25,2.7605505831953639e-25,9.322489343556245e-26,1.3257545090699751e-25,1.9696535095828794e-25,7.8865145514672289e-24
7.33175,1.6568460112354912e-24,1.7128004258985905e-25,2.7458918661698813e-25,9.3776451364694733e-26,1.314365735258592e-25,1.9685686786650269e-25,7.8818431182699635e-24
7.332,1.6539062091324148e-24,1.7236247294390057e-25,2.7313727225693832e-25,9.43545460517766e-26,1.3039092040017437e-25,1.9690520583569138e-25,7.8769472091970859e-24
7.33225,1.6502899026576666e-24,1.7342103059606102e-25,2.7171610095447138e-25,9.4963509174313844e-26,1.294858353948569e-25,1.9716330024195576e-25,7.8720808650255504e-24
7.3325,1.6461644531902383e-24,1.7441942722130301e-25,2.7029814448556272e-25,9.5603098010667908e-26,1.2873179942858276e-25,1.9764685961007354e-25,7.8674920524425969e-24
7.33275,1.6419091335108215e-24,1.7537868950556456e-25,2.6891444782790096e-25,9.6288299125419206e-26,1.2807822384408326e-25,1.9829497219706378e-25,7.8633878800475122e-24
7.333,1.6380618218117817e-24,1.7629190245966136e-25,2.6753918156224622e-25,9.7029940922955245e-26,1.2756934887716354e-25,1.9912872197297112e-25,7.8599183574949146e-24
7.33325,1.6338275632606284e-24,1.771920419000318e-25,2.6610739349527545e-25,9.7734775815179629e-26,1.2715222306936108e-25,2.0007924193187689e-25,7.8570966342102018e-24
7.3335,1.6297324447369112e-24,1.7805932740894342e-25,2.6461949514324307e-25,9.8401629547250303e-26,1.2676457049888615e-25,2.010505047478533e-25,7.8549271435848852e-24
7.33375,1.6258033189427441e-24,1.7894887956994904e-25,2.6311750995903391e-25,9.9084428073201281e-26,1.264035592637694e-25,2.0200359463152793e-25,7.8533209399776499e-24
7.334,1.6220093001767874e-24,1.7980270302537904e-25,2.6157932982602428e-25,9.9724364273117916e-26,1.2605770013533403e-25,2.0290530254606543e-25,7.8521445161033178e-24
7.33425,1.6188428002594269e-24,1.8068022412379579e-25,2.600376049696688e-25,1.0036253010950564e-25,1.2568414861960715e-25,2.0369938537873305e-25,7.8512634552346947e-24
7.3345,1.6161746147709095e-24,1.8162041743412713e-25,2.5848488667281555e-25,1.0097953926219056e-25,1.2525530320194748e-25,2.0434789769168331e-25,7.8505395230436601e-24
7.33475,1.6138326287739473e-24,1.8257836510098861e-25,2.5688916272671321e-25,1.0153042863888392e-25,1.2476338398735212e-25,2.0484598852712488e-25,7.8498856756522342e-24
7.335,1.6110832181246296e-24,1.8354405083957795e-25,2.5529052182085262e-25,1.0206652828799503e-25,1.2424975335317278e-25,2.0524713147769147e-25,7.8491712317920797e-24
7.33525,1.6081171388850247e-24,1.8444382903579669e-25,2.5367415590822886e-25,1.025764981535479e-25,1.2369737789904954e-25,2.0552791640008463e-25,7.8483149448264192e-24
7.3355,1.6049228651567642e-24,1.8530495068490615e-25,2.5204646780525269e-25,1.0305913968136032e-25,1.231128429270305e-25,2.0571295181080959e-25,7.8471898952476353e-24
7.33575,1.6018393610676149e-24,1.8614667892632008e-25,2.5042445753380628e-25,1.0352912864506977e-25,1.225369634373224e-25,2.0589058679600242e-25,7.845732081706394e-24
7.336,1.5981384667162765e-24,1.8697754997786937e-25,2.4876844978684712e-25,1.0396369478177979e-25,1.2194778615812705e-25,2.0603899659829221e-25,7.8439008102062833e-24
7.33625,1.5939503049549697e-24,1.8785197977683606e-25,2.4710984656225877e-25,1.0436023742729852e-25,1.2133495713644233e-25,2.0622466648555328e-25,7.8416824327228494e-24
7.3365,1.5896953607059457e-24,1.8867591420050988e-25,2.4536628371195685e-25,1.0470486678953803e-25,1.2070885701049426e-25,2.064661334909994e-25,7.8390839534080502e-24
7.33675,1.5855972336875097e-24,1.8948858838831598e-25,2.4363927803045807e-25,1.0508372453517849e-25,1.2009990877258579e-25,2.0678769066851648e-25,7.8361502559691863e-24
7.337,1.5804896006512888e-24,1.9029431272986606e-25,2.4191734490159512e-25,1.0538379259598946e-25,1.1948349063786474e-25,2.0718560407414833e-25,7.8329024825322004e-24
7.33725,1.5747741358249126e-24,1.9112536662305714e-25,2.401707631774641e-25,1.0570177087579105e-25,1.1888079383343562e-25,2.0766053488051501e-25,7.829430340656784e-24
7.3375,1.5686373552781366e-24,1.9195551667938179e-25,2.3842874735585728e-25,1.0601814022026135e-25,1.1829927675481798e-25,2.0823483237306147e-25,7.8258154708589778e-24
7.33775,1.5627154945359494e-24,1.9279178468413101e-25,2.3666173788834212e-25,1.0638179420457548e-25,1.1769959476698684e-25,2.0880954275155236e-25,7.8221448297813586e-24
7.338,1.5572368602470534e-24,1.9362499402288334e-25,2.3490380946732141e-25,1.0680802990312783e-25,1.1712757995378897e-25,2.0940064586555302e-25,7.8185838888774841e-24
7.33825,1.5526252665228518e-24,1.9456240137941647e-25,2.3319627264353398e-25,1.0728929261708644e-25,1.1649590820077416e-25,2.0990838360151527e-25,7.815259289862905e-24
7.3385,1.5481990045685944e-24,1.9552718712849364e-25,2.3152259143292578e-25,1.0782752698752196e-25,1.1581032653995006e-25,2.1028014007410946e-25,7.8123366979531615e-24
7.33875,1.5438718922917388e-24,1.9654336353949865e-25,2.2989371710027023e-25,1.0843734290767981e-25,1.1500455385023645e-25,2.1045170461826875e-25,7.8098765615023665e-24
7.339,1.5393993832360353e-24,1.9759889491106028e-25,2.2829979795964149e-25,1.0903204057475231e-25,1.1404516221555143e-25,2.104194156185594e-25,7.8079464389944535e-24
7.33925,1.5350854943239664e-24,1.9866190487171733e-25,2.2673304990821322e-25,1.0966964718861771e-25,1.1291498691813404e-25,2.1010688494807506e-25,7.8064615645590897e-24
7.3395,1.5308525371904958e-24,1.9976406921266459e-25,2.2519359287101812e-25,1.1035365631146408e-25,1.11680127369747e-25,2.0956816375174321e-25,7.8053254175818417e-24
7.33975,1.5267349283165457e-24,2.0090798025128236e-25,2.2368207112825657e-25,1.1106870155491886e-25,1.1032095150661541e-25,2.087766548628921e-25,7.8043854379224701e-24
7.34,1.5226788906156817e-24,2.0212304077555495e-25,2.2214653147597982e-25,1.1184781848627329e-25,1.0888831836861065e-25,2.0773338970748461e-25,7.8035250076340987e-24
7.34025,1.5188261577924349e-24,2.0342719526466544e-25,2.2067321774899543e-25,1.1264900726479547e-25,1.0743381630592049e-25,2.0662692739066169e-25,7.8025870010870105e-24
7.3405,1.5160288973407492e-24,2.047538104539581e-25,2.191628270874373e-25,1.1346617001028318e-25,1.0599188844555819e-25,2.0546318432903034e-25,7.8014481999958581e-24
7.34075,1.514121992819029e-24,2.061429653128369e-25,2.1768390114150888e-25,1.1430737728359528e-25,1.0459625570508551e-25,2.0441073547872921e-25,7.7999108512795535e-24
7.341,1.512519213577018e-24,2.0759323805291207e-25,2.1620601086059568e-25,1.1516902033138496e-25,1.0324664927974644e-25,2.033932786031725e-25,7.7979255529666307e-24
7.34125,1.5106018251011073e-24,2.0913554572050893e-25,2.1473308320906005e-25,1.1603857377151491e-25,1.019549912594362e-25,2.0249063546950155e-25,7.7954287695230901e-24
7.3415,1.5087318694959598e-24,2.1068945759526431e-25,2.132722675379689e-25,1.169365242519173e-25,1.0073897003087756e-25,2.0168738324715691e-25,7.7923824757811054e-24
7.34175,1.5068243681893115e-24,2.1229449151410325e-25,2.1181244959632598e-25,1.1782539791232066e-25,9.9566282973602513e-26,2.0096213299935149e-25,7.7888917872005112e-24
7.342,1.5056859555370462e-24,2.1392750462337554e-25,2.1035586170864992e-25,1.1872500576530768e-25,9.847775316348814e-26,2.0035810260501775e-25,7.7851229277636498e-24
7.34225,1.5046915152460103e-24,2.1555995914568545e-25,2.0886421223980588e-25,1.1962277530136707e-25,9.743633672758958e-26,1.9980814474066359e-25,7.7812995903094914e-24
7.3425,1.5031246061421141e-24,2.1718993610451595e-25,2.0737037929366955e-25,1.2049518332891339e-25,9.6430944828963952e-26,1.9938234052449081e-25,7.7776795152170118e-24
7.34275,1.5017293254928275e-24,2.1880056486777836e-25,2.0583233357508781e-25,1.2132996912033154e-25,9.5457678577018728e-26,1.9903555421980242e-25,7.7744790873477504e-24
7.343,1.5008692060996593e-24,2.2050708278433952e-25,2.042609071225735e-25,1.2213905374510322e-25,9.4520685545580726e-26,1.9871736279958289e-25,7.771912598242225e-24
7.34325,1.5003446207308844e-24,2.222920591263281e-25,2.0269908520809944e-25,1.2292428905154011e-25,9.3612373672903984e-26,1.9844310041846667e-25,7.770147657331656e-24
7.3435,1.499888045335321e-24,2.2405441318840736e-25,2.0108154683762264e-25,1.2359845288635702e-25,9.274224035065306e-26,1.9828674301806653e-25,7.7692258801641313e-24
7.34375,1.4992744408383261e-24,2.2574573229940159e-25,1.9941472185378792e-25,1.2420889598411334e-25,9.1923398030789974e-26,1.9814501746022697e-25,7.7690093152349952e-24
7.344,1.4985167936258872e-24,2.2740164480309737e-25,1.9770949197311662e-25,1.2475312631712104e-25,9.1165913844727304e-26,1.9814670796508319e-25,7.7694036706658547e-24
7.34425,1.4986594111871506e-24,2.2902776168845756e-25,1.9597021261225064e-25,1.2524428247962356e-25,9.0464966879289301e-26,1.9815215375770497e-25,7.7702263565253927e-24
7.3445,1.4989445327781805e-24,2.3068585653791519e-25,1.9423593840112464e-25,1.2570561732380296e-25,8.9820840496352547e-26,1.982763671709524e-25,7.7712052229901863e-24
7.34475,1.4982700591708622e-24,2.32238332662544e-25,1.9243771620690113e-25,1.2608685576811115e-25,8.9242031012887955e-26,1.9842527062626199e-25,7.7720026600828848e-24
7.345,1.4968871069635611e-24,2.3376749124322895e-25,1.9062921859097929e-25,1.2640796277752622e-25,8.8694453301391753e-26,1.9861125185009045e-25,7.7723546247329759e-24
7.34525,1.4960911366054284e-24,2.3527586437786177e-25,1.8880523057149416e-25,1.2669604276049586e-25,8.8182846971919055e-26,1.9884551311814252e-25,7.77205958069913e-24
7.3455,1.4964443301811641e-24,2.367896944693049e-25,1.8696808276990853e-25,1.2691419633679116e-25,8.7672619099089707e-26,1.9907157417628911e-25,7.7710097505519085e-24
7.34575,1.4964872201380643e-24,2.381345404975455e-25,1.8516457386692193e-25,1.2709483891245993e-25,8.7182573060274326e-26,1.9937663742020324e-25,7.7692557154978303e-24
7.346,1.4956950792278511e-24,2.392578507291435e-25,1.8334872782341995e-25,1.2726433051676326e-25,8.6694816713543471e-26,1.9964231839023695e-25,7.7670001423387491e-24
7.34625,1.4945636868696325e-24,2.402304348082067e-25,1.8156473141358973e-25,1.274232072990516e-25,8.6210965437857687e-26,1.9994898014673103e-25,7.7643687142222283e-24
7.3465,1.49338296677017e-24,2.4121525291765519e-25,1.7981842748446943e-25,1.2761148977083192e-25,8.5702680405709578e-26,2.001925142867452e-25,7.7617180759507291e-24
7.34675,1.4916737402762651e-24,2.4211814215132063e-25,1.7812791583379184e-25,1.2776257446015733e-25,8.5173038786590851e-26,2.0043156964782762e-25,7.7592663031628275e-24
7.347,1.4895380610461204e-24,2.4288527292564733e-25,1.7647125820016859e-25,1.2795917234084394e-25,8.4597788346086914e-26,2.0059538459572423e-25,7.7571770432728456e-24
7.34725,1.488539961853691e-24,2.4348436818631389e-25,1.7488991430847874e-25,1.281229104209979e-25,8.3985642799573341e-26,2.0075552725556521e-25,7.7555804884539833e-24
7.3475,1.4880535045167938e-24,2.4397172573637007e-25,1.7332108500422668e-25,1.2829116346587763e-25,8.331304468052623e-26,2.0073335135735901e-25,7.7545126224000763e-24
7.34775,1.4876785195845676e-24,2.4434562213710577e-25,1.7177949163594782e-25,1.284384097831135e-25,8.2596017212937918e-26,2.0068726125231437e-25,7.7538709195041642e-24
7.348,1.4876040969836505e-24,2.4459176166648118e-25,1.7023445795415718e-25,1.2858650980911868e-25,8.1835550604973744e-26,2.0043779828460768e-25,7.7534792645636454e-24
7.34825,1.4876049247642393e-24,2.4466957177609288e-25,1.687592668780877e-25,1.287339574909178e-25,8.1035964438749148e-26,2.0008634848094168e-25,7.753088914734013e-24
7.3485,1.4882768681743305e-24,2.4472113768374672e-25,1.6724283117540621e-25,1.2884965400482966e-25,8.0205483810305419e-26,1.9958575766505414e-25,7.752467006762757e-24
7.34875,1.4886974939739644e-24,2.4476884087903432e-25,1.657283024541171e-25,1.2890115423624377e-25,7.9360355275925224e-26,1.9897976966743309e-25,7.7514177178701769e-24
7.349,1.4896650568059234e-24,2.4474357453203973e-25,1.6419014844626921e-25,1.2885821685938846e-25,7.8530934119366051e-26,1.9836198843802861e-25,7.7497297648111547e-24
7.34925,1.4908050209710281e-24,2.4467843026167431e-25,1.626539405313522e-25,1.2878382178817018e-25,7.7708088387972918e-26,1.9776843842928337e-25,7.7474205577211542e-24
7.3495,1.4919233510180306e-24,2.4470984883964565e-25,1.6118631451079268e-25,1.286982931088283e-25,7.688151244650506e-26,1.9721063512875981e-25,7.7444995285021308e-24
7.34975,1.4930386928706142e-24,2.447314216460586e-25,1.596873172756823e-25,1.2858947392456871e-25,7.6079189632361125e-26,1.9670630083347662e-25,7.7410873881582799e-24
7.35,1.4939107946109132e-24,2.448595471021496e-25,1.5824873907731218e-25,1.2848866519576273e-25,7.5286049702051711e-26,1.9626882201211186e-25,7.7373233110996952e-24
7.35025,1.4950430815379031e-24,2.4519769516761236e-25,1.5677156541199783e-25,1.2839382021982652e-25,7.4528781486047751e-26,1.9586185106679001e-25,7.7336136145432445e-24
7.3505,1.4957258014443118e-24,2.4563609080204639e-25,1.5533986041256167e-25,1.283082898422113e-25,7.381516830819788e-26,1.9548695146417502e-25,7.7302056014861753e-24
7.35075,1.4957481312379768e-24,2.4613719055439997e-25,1.5389172865733733e-25,1.2823357987743008e-25,7.3146591626939676e-26,1.9509761423105456e-25,7.7273667178213865e-24
7.351,1.496168498245243e-24,2.4673592589693985e-25,1.5247329680215002e-25,1.2815433060744961e-25,7.2553340473362621e-26,1.9470877293791221e-25,7.7253374526488704e-24
7.35125,1.4965231938200755e-24,2.4744107683007017e-25,1.5102415696628009e-25,1.280656201372276e-25,7.1993608086977766e-26,1.9427395910524804e-25,7.7242020807333393e-24
7.3515,1.4962140368264734e-24,2.481304632019479e-25,1.4956778856418794e-25,1.2797889310905805e-25,7.1489635336222804e-26,1.9374680433081951e-25,7.7238592061773368e-24
7.35175,1.4964844172187535e-24,2.4888099270849282e-25,1.4805588092586206e-25,1.2788946812982095e-25,7.1036627885002891e-26,1.9319329585405942e-25,7.7241130252812593e-24
7.352,1.4961150008553463e-24,2.498250239220715e-25,1.4659108255646807e-25,1.2785695575482892e-25,7.0620427202616822e-26,1.9254363026714041e-25,7.7248127440239801e-24
7.35225,1.4960361352015179e-24,2.5085221598963353e-25,1.4509911689447139e-25,1.2787357587082526e-25,7.0240804269198585e-26,1.918563886533515e-25,7.7257417460860748e-24
7.3525,1.4964815152607592e-24,2.5183001190255586e-25,1.4358364741176131e-25,1.278954959340208e-25,6.9934735814432537e-26,1.9116815086592887e-25,7.7266917038453086e-24
7.35275,1.4971305665870504e-24,2.527321568179862e-25,1.4209925810597883e-25,1.2798265120986473e-25,6.9656731719588718e-26,1.9050019286553036e-25,7.7274657129847205e-24
7.353,1.4976156939054692e-24,2.5363909243697029e-25,1.4060572789802812e-25,1.2805156881712106e-25,6.9431227462986344e-26,1.899248802969666e-25,7.7280173908276047e-24
7.35325,1.4985146231007086e-24,2.5457749996520998e-25,1.3911494436356063e-25,1.2812900702912726e-25,6.9238625036381868e-26,1.8949055870008452e-25,7.7283633693297258e-24
7.3535,1.5001364944083742e-24,2.5556673108876177e-25,1.3760019839043048e-25,1.2825522907584764e-25,6.908048447906656e-26,1.8914784616812979e-25,7.7284819751631376e-24
7.35375,1.5013923478797546e-24,2.5661416354859326e-25,1.3612517014709096e-25,1.2842309942141549e-25,6.8924423932751675e-26,1.8899398246799957e-25,7.7284126193209967e-24
7.354,1.5035773166096739e-24,2.5781180496896576e-25,1.3465031711704862e-25,1.2860330492601395e-25,6.8800002603317645e-26,1.8897327634546236e-25,7.7282825198954076e-24
7.35425,1.5065079120141004e-24,2.5903490051530483e-25,1.3318723498974512e-25,1.2884528174735502e-25,6.8634598070199892e-26,1.8908043699305414e-25,7.728121180672693e-24
7.3545,1.5112644415468287e-24,2.6034009157997015e-25,1.3174524307413619e-25,1.2910887641537206e-25,6.8490192900745055e-26,1.8930515409620486e-25,7.7279512280070898e-24
7.35475,1.5148545872623628e-24,2.6165084434574412e-25,1.3034347536736043e-25,1.2935644292345924e-25,6.8297069414783136e-26,1.8967069905273568e-25,7.7277444768471557e-24
7.355,1.5188670704846037e-24,2.6285390283025549e-25,1.2891849526427972e-25,1.2968828586459592e-25,6.8094737431933104e-26,1.9009595462099366e-25,7.7274201258443277e-24
7.35525,1.523157750011284e-24,2.6396230060963555e-25,1.2754165207463387e-25,1.3003085098741949e-25,6.78634922099003e-26,1.9058665364984983e-25,7.726942510531433e-24
7.3555,1.5283207107111432e-24,2.6513411588617512e-25,1.2620715718865448e-25,1.304242296421431e-25,6.7613320218375572e-26,1.9105907005824728e-25,7.7262201976924736e-24
7.35575,1.5328859065093966e-24,2.662699877742169e-25,1.2492913521782249e-25,1.3082270784354181e-25,6.731146307903336e-26,1.9136936328811153e-25,7.7252053260251819e-24
7.356,1.5362513162661163e-24,2.6723813124310539e-25,1.2366066839462727e-25,1.3128773673957029e-25,6.6995147098988394e-26,1.9158141381100267e-25,7.7239341907777522e-24
7.35625,1.5397046365378691e-24,2.6812696645193885e-25,1.2244377877255864e-25,1.3176698149382665e-25,6.6617128096522853e-26,1.9157365744989481e-25,7.7223602263054529e-24
7.3565,1.5450646100156625e-24,2.6897810281099986e-25,1.2124758231885299e-25,1.3230068276362909e-25,6.6228116426339648e-26,1.9140882532080323e-25,7.7206740004462319e-24
7.35675,1.5491572241564709e-24,2.6967986711272106e-25,1.2008414892808577e-25,1.3283389733861284e-25,6.5799519797263063e-26,1.9107307601416654e-25,7.7188729777477919e-24
7.357,1.5519831593149776e-24,2.7032376574940287e-25,1.189345628677859e-25,1.333563302317259e-25,6.5372108896047081e-26,1.905822135659341e-25,7.7170828979809184e-24
7.35725,1.554583600243174e-24,2.7093594405925481e-25,1.1782774006276915e-25,1.3385605977212397e-25,6.4940460783318062e-26,1.9000538300294028e-25,7.7152843597658551e-24
7.3575,1.557379596017996e-24,2.7145496954849735e-25,1.1673232440221081e-25,1.3430518914236739e-25,6.44755591668298e-26,1.8930636270895882e-25,7.7135033759432734e-24
7.35775,1.56008952067325e-24,2.7187386383649541e-25,1.1563211577305033e-25,1.3474234305316816e-25,6.4045492819914686e-26,1.8859265314111348e-25,7.7117482421340764e-24
7.358,1.5640371562335639e-24,2.7224994279610898e-25,1.1455539614033166e-25,1.3515797818101813e-25,6.3605540944086904e-26,1.8785185456368648e-25,7.7099618692834661e-24
7.35825,1.5688321287563024e-24,2.7263114627221012e-25,1.1351746961853344e-25,1.355410860529897e-25,6.3186547461150226e-26,1.8703575619407735e-25,7.7081167651406032e-24
7.3585,1.573433513123758e-24,2.7299738081553371e-25,1.1251593554366407e-25,1.3588587658487273e-25,6.2805006383570558e-26,1.8613635022939468e-25,7.7061337820983662e-24
7.35875,1.5769494769506781e-24,2.7337329656904867e-25,1.1153327414331511e-25,1.3614783461873372e-25,6.2471453193124567e-26,1.8521681507654362e-25,7.7038961689268074e-24
7.359,1.5798005673808699e-24,2.7366976568694773e-25,1.1057200371029008e-25,1.36375964733851e-25,6.2169808801552176e-26,1.8438036202415876e-25,7.7013870207653604e-24
7.35925,1.5839254660477892e-24,2.7384398317791029e-25,1.0959175562564842e-25,1.3658680430700691e-25,6.1930712263941076e-26,1.8359869356204143e-25,7.6985606075370048e-24
7.3595,1.5885886796649673e-24,2.7390615525570903e-25,1.0865761820332031e-25,1.3679614170940897e-25,6.1732163215463908e-26,1.8301829235180589e-25,7.6953685024836305e-24
7.35975,1.5918773481875044e-24,2.7397390655486194e-25,1.0771245329230687e-25,1.3701502164350024e-25,6.1614684115854552e-26,1.8255506255122774e-25,7.6918909374845442e-24
7.36,1.5953885569074089e-24,2.7398637852880209e-25,1.0676612459381133e-25,1.3717550022887498e-25,6.156264268598329e-26,1.8227067956363141e-25,7.6882512108676423e-24
7.36025,1.5991389311384793e-24,2.7407932364346335e-25,1.0581403111649715e-25,1.3739984815339992e-25,6.1549602716014107e-26,1.8205842350626546e-25,7.6844276614551369e-24
7.3605,1.6030622201731015e-24,2.7412944417038274e-25,1.0490084170873727e-25,1.3757301672366287e-25,6.1559589054964534e-26,1.8195908529726724e-25,7.6804993577159497e-24
7.36075,1.6067200662869994e-24,2.7404862411923657e-25,1.0395245800734741e-25,1.3774854084644908e-25,6.1607167715918567e-26,1.8187504275475202e-25,7.6766009570271308e-24
7.361,1.6105591795837197e-24,2.73849607943155e-25,1.0299000147895901e-25,1.3791058239456616e-25,6.164377817802349e-26,1.8173283641757207e-25,7.672771981204867e-24
7.36125,1.614544501852733e-24,2.7364902269014534e-25,1.0206463768629551e-25,1.3801293655942622e-25,6.1704452016485936e-26,1.8149963404005011e-25,7.6690168059949878e-24
7.3615,1.6177750521967398e-24,2.7355907493433374e-25,1.0108930828060348e-25,1.3810871608329868e-25,6.1759424418912952e-26,1.8114221455143861e-25,7.6653117099780601e-24
7.36175,1.6215319799902664e-24,2.7353850771814989e-25,1.0019730585373254e-25,1.3816943434403104e-25,6.1825534397849302e-26,1.8069783899220004e-25,7.6616423877718654e-24
7.362,1.6251462022715717e-24,2.7353128003645464e-25,9.9277766475014905e-26,1.3827882222765676e-25,6.1878288964684754e-26,1.8009480605645017e-25,7.658001905061103e-24
7.36225,1.6286837870554272e-24,2.7349260963666567e-25,9.8426742088593595e-26,1.3837403317937162e-25,6.1993863528274174e-26,1.7930047860707352e-25,7.6544061288731796e-24
7.3625,1.6318564886262001e-24,2.7340833655112995e-25,9.7513229221561385e-26,1.3850201476018092e-25,6.2118082462099418e-26,1.7828334498481082e-25,7.6507495897842923e-24
7.36275,1.6360825866023568e-24,2.7326875154962495e-25,9.6667328864871812e-26,1.3861859629970837e-25,6.2300192713094325e-26,1.7716155618247207e-25,7.6470335608007165e-24
7.363,1.6405586981965667e-24,2.7320960521041976e-25,9.5776057761827655e-26,1.3875578467182249e-25,6.2504501991595948e-26,1.7590660984401649e-25,7.6433258006244358e-24
7.36325,1.6465983412421381e-24,2.7325745073622631e-25,9.4880834811957394e-26,1.3891632469791191e-25,6.2770319538362501e-26,1.7461044536470279e-25,7.6397147067393492e-24
7.3635,1.6508988601241911e-24,2.7324417788531137e-25,9.3960799812932653e-26,1.3909446473847388e-25,6.3106939712502413e-26,1.7331430799099341e-25,7.6362533786146695e-24
7.36375,1.6547796151016001e-24,2.73068955054292e-25,9.2981094728399264e-26,1.3929683983972679e-25,6.3508772413001525e-26,1.7217187510179343e-25,7.6331602792883531e-24
7.364,1.660261645637e-24,2.7293046885245027e-25,9.2000343286251571e-26,1.3948755752368478e-25,6.3963873386558814e-26,1.7120168355855348e-25,7.6304927391050003e-24
7.36425,1.6656743795740613e-24,2.7283683505993796e-25,9.1015202018879759e-26,1.3963912856457356e-25,6.4455666951847261e-26,1.7033684391019761e-25,7.6284128414867866e-24
7.3645,1.671638187617459e-24,2.7274862079071155e-25,9.0011078982969013e-26,1.3976856898589729e-25,6.4960297864323256e-26,1.6964602127934653e-25,7.626987291368137e-24
7.36475,1.6787701825744666e-24,2.7268074369746181e-25,8.9014998899748809e-26,1.3987626750335621e-25,6.5486452091698493e-26,1.6916941663662819e-25,7.6263359698936041e-24
7.365,1.6868228955040111e-24,2.7252555716665e-25,8.8068487705979222e-26,1.3990896029008658e-25,6.6002514118169913e-26,1.689386413469207e-25,7.6264328719298229e-24
7.36525,1.6925952563107577e-24,2.7233420466325399e-25,8.7085226161876527e-26,1.3991462377739716e-25,6.6487936093542757e-26,1.6875032656379846e-25,7.6271643231127499e-24
7.3655,1.6990883625897321e-24,2.7210970985818376e-25,8.6174203542450836e-26,1.3986743959040009e-25,6.6961153643293951e-26,1.6868292933512661e-25,7.6284098439048894e-24
7.36575,1.7080578863759959e-24,2.719697729929261e-25,8.5280307241453256e-26,1.3978393889939389e-25,6.7432920857841831e-26,1.6861977174605494e-25,7.6299756321152195e-24
7.366,1.7198254607520301e-24,2.7193233705406068e-25,8.4413204585516138e-26,1.3966654432759421e-25,6.7859184692747978e-26,1.6849404735938554e-25,7.6316975292035533e-24
7.36625,1.7317671172105758e-24,2.7195987851333709e-25,8.3596806981674565e-26,1.3949912896297055e-25,6.8273414376831793e-26,1.6830325189010306e-25,7.6332616175357696e-24
7.3665,1.7420598639325669e-24,2.7195075946295011e-25,8.2759127797218942e-26,1.3930872891596969e-25,6.8667762698857348e-26,1.6797156335067182e-25,7.6344968168143092e-24
7.36675,1.7524329708996824e-24,2.7182933351243611e-25,8.2003214488348465e-26,1.3912307111615909e-25,6.9103710737902943e-26,1.6760045392745698e-25,7.6352546266428991e-24
7.367,1.7616794548791125e-24,2.7169498317413443e-25,8.1209009765236224e-26,1.3898284796447878e-25,6.9481151106504892e-26,1.6714926725114518e-25,7.6354713287832252e-24
7.36725,1.7699736940220556e-24,2.7162382689944813e-25,8.0541630759427402e-26,1.3880627012470167e-25,6.9922636394912096e-26,1.6674799429838785e-25,7.6352532280365055e-24
7.3675,1.7791700801899432e-24,2.7162347012980353e-25,7.9862523370207825e-26,1.3867730331312546e-25,7.0384014927794752e-26,1.6630848111423619e-25,7.6346084178628182e-24
7.36775,1.7897142276895347e-24,2.7160089703367204e-25,7.9273394273691025e-26,1.3856019485565514e-25,7.0853815371046799e-26,1.6592515281110533e-25,7.6337978029674317e-24
