Physical Time (s),ew_right Monitor (W): right_cv1,ew_right Monitor (W): right_cv2,ew_right Monitor (W): right_cv3,ew_right Monitor (W): right_cv4,ew_right Monitor (W): right_cv5,ew_right Monitor (W): right_cv6,ew_right Monitor (W): right_cv7
6.543,9.2462174580898409e-18,1.4437799556573463e-17,2.8538024457809227e-17,4.6915554400006046e-17,3.7865908410525863e-15,3.4394771805920664e-14,3.3392915208278206e-16
6.54325,9.3042112668171167e-18,1.4561590214701505e-17,2.8324430952926693e-17,4.6944762552271973e-17,3.7317530536850614e-15,3.4477598820224859e-14,3.3285835425692128e-16
6.5435,9.4466641120073322e-18,1.4665550297819973e-17,2.8089722184472923e-17,4.6944386391631918e-17,3.675648913848461e-15,3.455884317083236e-14,3.3175246639001573e-16
6.54375,9.5988591560050146e-18,1.4716777957822174e-17,2.7833916636209639e-17,4.6918750186620267e-17,3.6195383455300545e-15,3.4639789105058323e-14,3.3059638612400318e-16
6.544,9.6412325840022921e-18,1.4720944624807099e-17,2.7562489823173374e-17,4.6880601462727066e-17,3.564507042783979e-15,3.4719136207725744e-14,3.2939338565329451e-16
6.54425,9.5728811458011915e-18,1.4699165403341271e-17,2.7288101726662107e-17,4.6833558170603034e-17,3.5107462228739974e-15,3.4795018086189025e-14,3.2816086156152954e-16
6.5445,9.4978019310034375e-18,1.4667695694989498e-17,2.7009025803308511e-17,4.6798254071659018e-17,3.4581480088945566e-15,3.4869267136244867e-14,3.2689422570986457e-16
6.54475,9.4062919148594441e-18,1.4687388657910982e-17,2.6730467699112715e-17,4.6802699694872711e-17,3.4072684521870133e-15,3.4943217941044084e-14,3.2558462375164533e-16
6.545,9.4024038078440712e-18,1.4776054502875947e-17,2.6448852714754239e-17,4.6864907088024106e-17,3.3588158535486817e-15,3.5019120904880363e-14,3.2424884880669396e-16
6.54525,9.4593875467522035e-18,1.4904520904052303e-17,2.6160087755217111e-17,4.6964488495281802e-17,3.3118869051698319e-15,3.5094190184730987e-14,3.2289317699119894e-16
6.5455,9.5443313940710907e-18,1.5045347420159316e-17,2.587532425455025e-17,4.7076438922464647e-17,3.2652409363389119e-15,3.5164487628583345e-14,3.2149617727739656e-16
6.54575,9.6340592594264122e-18,1.5164471695933072e-17,2.5597756936383686e-17,4.7179805743963135e-17,3.2170269203168672e-15,3.5228847694513019e-14,3.2008885499249986e-16
6.546,9.6559046060651125e-18,1.5246821849169545e-17,2.5328921286733921e-17,4.7257050822295324e-17,3.1665085744062296e-15,3.5283798833546493e-14,3.1874891734519867e-16
6.54625,9.654052395340156e-18,1.5291878283855126e-17,2.5064415191325481e-17,4.7296133728871709e-17,3.1138835500421269e-15,3.5333528176445524e-14,3.1747259676350899e-16
6.5465,9.6000785404340263e-18,1.5321522100402168e-17,2.479712446929439e-17,4.7318216667442103e-17,3.0600041158648898e-15,3.5381631957276208e-14,3.1624156027014044e-16
6.54675,9.5515556353483047e-18,1.5368105889299326e-17,2.4530902458738817e-17,4.7346318489257335e-17,3.0054387513795895e-15,3.5432607615403681e-14,3.1506304518140007e-16
6.547,9.5407761866076405e-18,1.5431007322997833e-17,2.4275239869016162e-17,4.7391568982673753e-17,2.9505643385970811e-15,3.5489358459850477e-14,3.1390174351863983e-16
6.54725,9.5544187215161296e-18,1.5504517887841596e-17,2.4030253468442409e-17,4.7455339058476846e-17,2.8961729824356295e-15,3.5551357340904927e-14,3.1273204860757124e-16
6.5475,9.554353898805889e-18,1.5564527588227235e-17,2.3785741129021299e-17,4.7537723819852494e-17,2.8430414213676291e-15,3.5616885018037781e-14,3.1151703661613167e-16
6.54775,9.5378822339524049e-18,1.5608944983113044e-17,2.3536653206615239e-17,4.763046804683171e-17,2.7913648298853402e-15,3.5683926305876126e-14,3.1022500842067436e-16
6.548,9.5771931596846731e-18,1.5644014647151375e-17,2.3287204423101887e-17,4.7730027675449767e-17,2.7410155068365586e-15,3.5749489816104699e-14,3.0884318601510308e-16
6.54825,9.683831608689764e-18,1.569900019249259e-17,2.304118433140033e-17,4.7827373162269762e-17,2.6913579612866944e-15,3.5813273505688244e-14,3.0737680183037287e-16
6.5485,9.7820377802778024e-18,1.5758737256777477e-17,2.2803863645569203e-17,4.7920426162640565e-17,2.6419312979258008e-15,3.5874946488019108e-14,3.0585866577656444e-16
6.54875,9.830240259274215e-18,1.5807184198629677e-17,2.2585398357554201e-17,4.801010182272285e-17,2.59270932759949e-15,3.5936656466432506e-14,3.0434265722817667e-16
6.549,9.6948400031296061e-18,1.5819146357405785e-17,2.2366471674191066e-17,4.8103880955887755e-17,2.5428960610290969e-15,3.6003169554676958e-14,3.0284867362488363e-16
6.54925,9.5394051571449019e-18,1.582845749515591e-17,2.2173495544864441e-17,4.8187595850173488e-17,2.493282621693318e-15,3.6075965663847357e-14,3.0138322929861449e-16
6.5495,9.4457698807955062e-18,1.5829275033213492e-17,2.1984902544953547e-17,4.826557998998567e-17,2.4440613084387262e-15,3.6154118785867171e-14,2.9994420701135286e-16
6.54975,9.4474141849402459e-18,1.5848044984416517e-17,2.1794491986768929e-17,4.8339858764646128e-17,2.3972023475391168e-15,3.6236396989671871e-14,2.9850250257381018e-16
6.55,9.4893118406043921e-18,1.5899293118090174e-17,2.1606226526479424e-17,4.8420071188922043e-17,2.3550103715898832e-15,3.6321346350200373e-14,2.9702824871829877e-16
6.55025,9.5854276693117735e-18,1.5969687023326609e-17,2.1426445953722884e-17,4.851268699429209e-17,2.3172197348189555e-15,3.6407738410369996e-14,2.9551864478733155e-16
6.5505,9.6709063966950705e-18,1.6041324587808738e-17,2.1279931158789928e-17,4.8617572113694545e-17,2.2815117063650346e-15,3.6492477470969278e-14,2.9400719719698865e-16
6.55075,9.672759062494251e-18,1.6093088202592453e-17,2.1164337921240091e-17,4.8740613268872678e-17,2.2468277454577739e-15,3.6574983278091488e-14,2.9249483587787731e-16
6.551,9.608553189593745e-18,1.6117518562895324e-17,2.1064885251203855e-17,4.8861988453098029e-17,2.212756079026283e-15,3.6654294123371317e-14,2.9096938626955003e-16
6.55125,9.5491991763980596e-18,1.6103801333121696e-17,2.0979463095410245e-17,4.896503340611023e-17,2.1789338202593938e-15,3.6730509982405645e-14,2.8944414161682532e-16
6.5515,9.4841058533124583e-18,1.6080879097476616e-17,2.090095585042119e-17,4.9065479077757755e-17,2.1450842046656115e-15,3.6801858703719462e-14,2.8793463707839948e-16
6.55175,9.4214086628742617e-18,1.6072531813717142e-17,2.0825908400127802e-17,4.9182423771656296e-17,2.1110202556295935e-15,3.6865891732874071e-14,2.8645416311562615e-16
6.552,9.4051563755339257e-18,1.6086023953543149e-17,2.0754183217298874e-17,4.9307592586352834e-17,2.0779998813575411e-15,3.6921810505271069e-14,2.8499621243117419e-16
6.55225,9.4619970139411714e-18,1.6104150161503223e-17,2.0679317237893301e-17,4.9430516054904334e-17,2.0452658764949062e-15,3.697056908569416e-14,2.8360635913248695e-16
6.5525,9.5426602107916168e-18,1.6111152430803753e-17,2.0605979943674019e-17,4.9549088073764929e-17,2.0118022974936781e-15,3.7013035366016277e-14,2.8227477787938651e-16
6.55275,9.6246104389237193e-18,1.6173735866514489e-17,2.0548642648659457e-17,4.9661746164958264e-17,1.9778725784212652e-15,3.705191973184289e-14,2.8094865565658757e-16
6.553,9.6656171886004737e-18,1.627223659812683e-17,2.0505095478373611e-17,4.9775505803710078e-17,1.94356712305289e-15,3.7087654009105849e-14,2.79556855658687e-16
6.55325,9.6591117497189465e-18,1.6359742491925386e-17,2.0468950505011924e-17,4.9880799243579669e-17,1.9083606586842605e-15,3.7117253131014423e-14,2.7806920979689765e-16
6.5535,9.637238761699478e-18,1.642157164044927e-17,2.0440242858512354e-17,4.9986742620974606e-17,1.8722482362494515e-15,3.7140882710350046e-14,2.7644532680273377e-16
6.55375,9.5676127881844864e-18,1.6441717116898204e-17,2.0424519869542288e-17,5.0095624038828838e-17,1.8370733498738417e-15,3.7159054388279252e-14,2.7470123542961624e-16
6.554,9.4972081937361569e-18,1.6444086128538186e-17,2.0431422601504738e-17,5.0219439936980942e-17,1.8029952621379566e-15,3.7171801251274695e-14,2.7289730577807653e-16
6.55425,9.435715633015967e-18,1.6463501706665675e-17,2.0468253183149695e-17,5.0353512902457948e-17,1.7693292801755415e-15,3.718003091532598e-14,2.7106788545918447e-16
6.5545,9.4140278110488123e-18,1.6520214707562443e-17,2.0523075616648437e-17,5.0489404801104825e-17,1.7357796142173569e-15,3.7184688439239873e-14,2.6924896655443397e-16
6.55475,9.4224014377714718e-18,1.6596407181968638e-17,2.0588809037177868e-17,5.0600736313860905e-17,1.7027128261165282e-15,3.718509606682655e-14,2.6745636376656443e-16
6.555,9.4619858838496873e-18,1.667022497176931e-17,2.0664922943465194e-17,5.0668835646607565e-17,1.6699948317339238e-15,3.7184533555463504e-14,2.6565241657564202e-16
6.55525,9.5372386867524741e-18,1.6752086387144129e-17,2.0748914091212903e-17,5.0695298430747226e-17,1.6373184746897122e-15,3.718841124670184e-14,2.6382623962656023e-16
6.5555,9.594408604214194e-18,1.6851455468237701e-17,2.0832996767234911e-17,5.0702323263255532e-17,1.6047347470635212e-15,3.7200041291685303e-14,2.6197987831747106e-16
6.55575,9.5540642412987594e-18,1.6944234969258053e-17,2.0912514819660084e-17,5.0736416234365902e-17,1.5731154310040411e-15,3.7221791889475713e-14,2.6012475255931313e-16
6.556,9.4930589339555612e-18,1.7041097138085354e-17,2.100226015417597e-17,5.0822386683125696e-17,1.5425055805030612e-15,3.7252775542254824e-14,2.5826253457856779e-16
6.55625,9.4028201090436667e-18,1.7128816953292366e-17,2.1098931899892587e-17,5.0925391513182271e-17,1.5124246556513409e-15,3.7292218650661294e-14,2.5641029744859546e-16
6.5565,9.3110932256580238e-18,1.7203539234381003e-17,2.1201573461815591e-17,5.1020542564627222e-17,1.4824879220148298e-15,3.733946045718207e-14,2.5463887243537635e-16
6.55675,9.227433264078428e-18,1.7299930847246303e-17,2.1306934980283055e-17,5.1102884981476047e-17,1.4535833862808682e-15,3.7393091130671096e-14,2.5296908580418479e-16
6.557,9.2054489466204784e-18,1.742978141921785e-17,2.1433700127167041e-17,5.1180286980846655e-17,1.4259839921131588e-15,3.7447888624349993e-14,2.5136366045197346e-16
6.55725,9.2486158880050353e-18,1.7585417705381242e-17,2.1570582162492285e-17,5.1251955447843762e-17,1.3996907239695735e-15,3.7499604475996487e-14,2.4977451348180336e-16
6.5575,9.2984983455400073e-18,1.7779858264043939e-17,2.1714008575643675e-17,5.1320918978819757e-17,1.3743443662285272e-15,3.7546949714454745e-14,2.4817074614564643e-16
6.55775,9.3459297227143931e-18,1.8006909627225287e-17,2.1858432975029972e-17,5.1386852300136205e-17,1.3501391237147541e-15,3.7589143858824692e-14,2.465219207872153e-16
6.558,9.3725843722748648e-18,1.825245342055768e-17,2.1998002282970497e-17,5.1436482956177408e-17,1.3268746096723008e-15,3.7624864891428174e-14,2.4485958600067906e-16
6.55825,9.3931814674802561e-18,1.8499147527144871e-17,2.2130505586827745e-17,5.1470039973103202e-17,1.3038390175999036e-15,3.7653546685827948e-14,2.4319584192627354e-16
6.5585,9.4193244325992774e-18,1.8782487761996585e-17,2.2253013947713744e-17,5.1494803625719036e-17,1.2802691579175748e-15,3.7682605466906652e-14,2.4153124162695706e-16
6.55875,9.4159776395621398e-18,1.9059822896981647e-17,2.2365197956500699e-17,5.151779506138918e-17,1.2558861813387302e-15,3.7716580076863224e-14,2.3984304649090255e-16
6.559,9.3948613122092814e-18,1.9314356267856629e-17,2.2475964459888169e-17,5.153786917918347e-17,1.2313806451743026e-15,3.7755955811141427e-14,2.3810102112168248e-16
6.55925,9.3214247549511948e-18,1.9518751617961384e-17,2.2579041157086932e-17,5.1556223265578762e-17,1.2079925301205426e-15,3.7802175019282209e-14,2.3630845545052775e-16
6.5595,9.2202866209275679e-18,1.9692297935150027e-17,2.2690428112984057e-17,5.1574926010411153e-17,1.1856496996968071e-15,3.7853367033811503e-14,2.3446391268168216e-16
6.55975,9.1332992419876705e-18,1.9882890683199932e-17,2.2806840645614784e-17,5.1595511270591023e-17,1.1645718129472537e-15,3.7907886357318329e-14,2.3259694413784675e-16
6.56,9.1212052337649866e-18,2.0141043171432799e-17,2.2921952119503741e-17,5.1637237642815475e-17,1.1437843056293927e-15,3.7966160082651556e-14,2.307041297042362e-16
6.56025,9.1509861616509908e-18,2.0492044955477072e-17,2.3035087974439657e-17,5.1695942506851957e-17,1.1216268886608832e-15,3.8028122311078854e-14,2.2879199396476329e-16
6.5605,9.1824467847781499e-18,2.0957259977148567e-17,2.3156287486742761e-17,5.1764037048554578e-17,1.0972038978448638e-15,3.8090527093043971e-14,2.2688952663236977e-16
6.56075,9.2011675146979251e-18,2.1472785968696646e-17,2.3283709269341028e-17,5.183140629757404e-17,1.0708494267725418e-15,3.8150816648947877e-14,2.2499379377653209e-16
6.561,9.2052806455668844e-18,2.196275741512684e-17,2.3412699785062424e-17,5.188366011159559e-17,1.0438705108497943e-15,3.8207994938632399e-14,2.231098679294164e-16
6.56125,9.1709441802758416e-18,2.2335687478451688e-17,2.3545927581601179e-17,5.1903736348602537e-17,1.0174463985238597e-15,3.8259891101348753e-14,2.2123467866969814e-16
6.5615,9.122369254283108e-18,2.2627913262140883e-17,2.3661845268004457e-17,5.1891095210777191e-17,9.9212803315604017e-16,3.8305667746764498e-14,2.1937328516219294e-16
6.56175,9.0757364443791972e-18,2.2937041703558359e-17,2.3768401576933936e-17,5.1855548940902256e-17,9.6834792374875244e-16,3.8347881357198993e-14,2.1752397356362018e-16
6.562,9.0382349607318801e-18,2.3318085358394669e-17,2.3881533456155304e-17,5.1797054067551722e-17,9.4615755010576024e-16,3.8389244014961421e-14,2.1577256332595629e-16
6.56225,8.9915544666101994e-18,2.3783161627937783e-17,2.4003845568078573e-17,5.1739549312994712e-17,9.2506113607809723e-16,3.8430908199404089e-14,2.1415108918353403e-16
6.5625,8.9334113683939026e-18,2.4320418447454678e-17,2.4137492397661498e-17,5.1692039356059337e-17,9.0464591051296485e-16,3.8472939407366718e-14,2.1260328842203662e-16
6.56275,8.9272744039377093e-18,2.4865748047888159e-17,2.4276455930252202e-17,5.1670371501634979e-17,8.8470412871290017e-16,3.8514818222383191e-14,2.1109047226240398e-16
6.563,8.9604214039778554e-18,2.5432438513514199e-17,2.4414148132188237e-17,5.1674759681357094e-17,8.6526878321013592e-16,3.8555610414506303e-14,2.0958175842224949e-16
6.56325,8.9535894098161236e-18,2.5998466745281462e-17,2.4539095197224372e-17,5.1686465150842984e-17,8.4623591454444108e-16,3.8592829896116313e-14,2.0805524590447601e-16
6.5635,8.9444104440512315e-18,2.653310623264374e-17,2.4654982025299669e-17,5.168063861892997e-17,8.277987709719771e-16,3.8625206627682795e-14,2.0650584703328574e-16
6.56375,8.9094013688703247e-18,2.7040197450424125e-17,2.4757901522865597e-17,5.165546448539743e-17,8.0997645838320053e-16,3.8652347011680024e-14,2.0493576739953339e-16
6.564,8.8763489949740288e-18,2.7515390252250507e-17,2.4850179501750209e-17,5.1609481328450624e-17,7.9266741631554694e-16,3.8672238161896714e-14,2.0335005255909947e-16
6.56425,8.8661441614121681e-18,2.8031320493903766e-17,2.4933233263749807e-17,5.1565219810330675e-17,7.7598765088712403e-16,3.8684045690118381e-14,2.0172928466848131e-16
6.5645,8.8074854096782294e-18,2.864529317100427e-17,2.5022510970670352e-17,5.151769855398622e-17,7.6000770196666358e-16,3.8686747511657318e-14,2.0008366894517296e-16
6.56475,8.7545954633016294e-18,2.9357362880785715e-17,2.5118325989262404e-17,5.1487834392726969e-17,7.447859451208426e-16,3.868154876405776e-14,1.9843654863531846e-16
6.565,8.6813165119354445e-18,3.0095563724835216e-17,2.5223804244923908e-17,5.1498200502403252e-17,7.3021270487623531e-16,3.8670101071261379e-14,1.9681234731493903e-16
6.56525,8.6275752515853781e-18,3.0807374078046772e-17,2.534249806962748e-17,5.1501108769322059e-17,7.1617157598194306e-16,3.865476311391371e-14,1.9524815651644468e-16
6.5655,8.5699527454541068e-18,3.1450841670708483e-17,2.5480057818415704e-17,5.1471306424879e-17,7.0258888435016158e-16,3.8636820873568819e-14,1.9380432628048989e-16
6.56575,8.5133800134006285e-18,3.2041930297829125e-17,2.5623829168681441e-17,5.1401538561667533e-17,6.8933127359251858e-16,3.8617370196893829e-14,1.9249216251816954e-16
6.566,8.4814094897303e-18,3.2618988179093417e-17,2.5761707989551445e-17,5.1309519216954715e-17,6.7618701442925509e-16,3.8595261424136527e-14,1.9128106769563122e-16
6.56625,8.4944984211297103e-18,3.3170301089881173e-17,2.5886854208225726e-17,5.1220660917083825e-17,6.6312580888412475e-16,3.8572181974368601e-14,1.9011409505492358e-16
6.5665,8.5437734816730977e-18,3.3718351766867505e-17,2.600322862171011e-17,5.11439881835834e-17,6.5020087849791164e-16,3.8548982903773103e-14,1.8886618971464216e-16
6.56675,8.6007800457159241e-18,3.4253465913145005e-17,2.6107623774722423e-17,5.1080676065967796e-17,6.374695716168543e-16,3.852678296555589e-14,1.874701277591193e-16
6.567,8.5783931631152924e-18,3.4775179135093286e-17,2.6201922436113454e-17,5.1030449762151941e-17,6.251073375657981e-16,3.8502827504961265e-14,1.8592409890295682e-16
6.56725,8.495918895348886e-18,3.5293956457964084e-17,2.6290791448585971e-17,5.0983401507565732e-17,6.1312418774663404e-16,3.8471895253977951e-14,1.8430560914914309e-16
6.5675,8.3909023878186592e-18,3.5885481463725859e-17,2.6390944180995051e-17,5.0949504057681888e-17,6.0156325118060584e-16,3.8432103598239546e-14,1.8266346418086361e-16
6.56775,8.3443410846276971e-18,3.6561488053540486e-17,2.6502047440676039e-17,5.091785575943041e-17,5.9040327214876253e-16,3.8384432139450344e-14,1.8105183472036995e-16
6.568,8.3033095128273917e-18,3.7266455624127233e-17,2.6633853642639683e-17,5.0872895842851924e-17,5.7961649366748069e-16,3.8331750531870545e-14,1.795127724940036e-16
6.56825,8.2830198166872215e-18,3.7927263739824594e-17,2.6775913797720942e-17,5.0804592778776282e-17,5.6912966057401927e-16,3.8277721541605874e-14,1.7803747694770299e-16
6.5685,8.3133245535754975e-18,3.8577892897649067e-17,2.6921634332570762e-17,5.0702478781822526e-17,5.5887733498655407e-16,3.8223568726330781e-14,1.7663850529815976e-16
6.56875,8.3513627562657305e-18,3.9129261800983965e-17,2.7065412240682234e-17,5.0583437728443664e-17,5.4902717553580388e-16,3.8169800842649393e-14,1.7531824907273384e-16
6.569,8.3796315153497284e-18,3.9630253464832539e-17,2.720334313214507e-17,5.0465156018180528e-17,5.3976161923086094e-16,3.8117089751100109e-14,1.7404008018539718e-16
6.56925,8.4021531529414985e-18,4.0140742425165967e-17,2.7331334852249479e-17,5.0358746648589307e-17,5.3115458533453168e-16,3.8065094494742405e-14,1.7282730911663359e-16
6.5695,8.3880509722814509e-18,4.0688629382268677e-17,2.7442302376300062e-17,5.0270204904190749e-17,5.2319479790943168e-16,3.8012203931706179e-14,1.716559125741501e-16
6.56975,8.2865448962882204e-18,4.1275053809226696e-17,2.7533210522944278e-17,5.0200513107366901e-17,5.1574610336066308e-16,3.7956690061686713e-14,1.7048711151357624e-16
6.57,8.1646753495068217e-18,4.1872226124365892e-17,2.761468879612149e-17,5.0149244177845793e-17,5.0857838036569715e-16,3.789554810570167e-14,1.6929029585845447e-16
6.57025,8.0603464094020412e-18,4.2453327974334886e-17,2.7707112511491645e-17,5.0096036107650816e-17,5.0163115611876374e-16,3.7832321799794069e-14,1.6804940829096334e-16
6.5705,7.9674756840318235e-18,4.3009263389831439e-17,2.7815447979403019e-17,5.0042277969488477e-17,4.9488989879031292e-16,3.7772982110263297e-14,1.6676816056450091e-16
6.57075,7.9375257130663957e-18,4.3577349797968371e-17,2.7938332545125835e-17,4.997820563710948e-17,4.883502223057784e-16,3.7721941511346379e-14,1.6545153586175229e-16
6.571,7.9488084860511382e-18,4.4089968244090594e-17,2.8072213130275139e-17,4.991538952318175e-17,4.8193858125580035e-16,3.7680603322939941e-14,1.6411481925926019e-16
6.57125,7.9893334861685206e-18,4.4543183967312615e-17,2.821721289959901e-17,4.985692952515718e-17,4.7565173237732427e-16,3.7643824340051705e-14,1.6278036616159804e-16
6.5715,8.0516987932921213e-18,4.4947625141751924e-17,2.8369300568398153e-17,4.9817771834591755e-17,4.6962976577016485e-16,3.760498909130166e-14,1.6144832794744513e-16
6.57175,8.115432234498089e-18,4.5361511973915199e-17,2.8508652293990653e-17,4.9778782935238987e-17,4.6396932399070143e-16,3.7559973426076048e-14,1.6012638425144834e-16
6.572,8.1264593245243161e-18,4.5768365693196631e-17,2.8621863551067529e-17,4.9726584746510439e-17,4.5861511792471979e-16,3.7504961948040365e-14,1.5883707602355599e-16
6.57225,8.0714289135154793e-18,4.6208456962919463e-17,2.8713878115403803e-17,4.9642431400730091e-17,4.5348633406309571e-16,3.743789485146775e-14,1.5757558338778869e-16
6.5725,8.0218417693771086e-18,4.6671971555144105e-17,2.8795350203215949e-17,4.9521568514999122e-17,4.4851329930497554e-16,3.7361432065386944e-14,1.5630733831175023e-16
6.57275,7.9745614586558418e-18,4.710733990362797e-17,2.886466967029416e-17,4.9386593041220263e-17,4.4361956079883736e-16,3.7282790163600906e-14,1.5504064729801434e-16
6.573,7.9211367863316842e-18,4.7478193187936607e-17,2.8931086675152737e-17,4.9272669322252148e-17,4.3880790631997236e-16,3.7204528283920772e-14,1.537960437154513e-16
6.57325,7.8470731724297479e-18,4.7746222865228284e-17,2.9008925164709385e-17,4.9200193557136567e-17,4.3404885177732239e-16,3.7127029289263114e-14,1.5255324227580629e-16
6.5735,7.7402018929191953e-18,4.798329566720196e-17,2.9100666570806444e-17,4.9165204185671257e-17,4.2939314297100423e-16,3.7049841461187877e-14,1.5129531625567459e-16
6.57375,7.666097313481703e-18,4.8219771600736478e-17,2.9215121965874305e-17,4.9151115765050468e-17,4.2482524988405245e-16,3.6969591580811252e-14,1.5004250011643396e-16
6.574,7.6369617458620533e-18,4.8502178541275547e-17,2.9354556955550388e-17,4.9134279196902814e-17,4.2036234939750424e-16,3.6878540587756652e-14,1.4882731006497952e-16
6.57425,7.6525800742236831e-18,4.8786650543726174e-17,2.9503845872826548e-17,4.9095856758931696e-17,4.1606754923812713e-16,3.6771010303240422e-14,1.4764761923759604e-16
6.5745,7.6839282366520468e-18,4.9048741264631584e-17,2.9639871901358041e-17,4.9052635910371638e-17,4.1199069607825407e-16,3.664489813117408e-14,1.4651267079155506e-16
6.57475,7.713041826430394e-18,4.9279742043595883e-17,2.9739213913320114e-17,4.9018251656644756e-17,4.0814711958879468e-16,3.6507486350792458e-14,1.4542001650002769e-16
6.575,7.7609061531671734e-18,4.9480749170720561e-17,2.9803632308855981e-17,4.8990582329156901e-17,4.0452857997515048e-16,3.6368151572217182e-14,1.4435191447965551e-16
6.57525,7.7186525896242775e-18,4.9633052289550194e-17,2.9840135877548976e-17,4.8970813230950317e-17,4.0110705345923712e-16,3.6231847301603072e-14,1.4327634139998573e-16
6.5755,7.6290728213840953e-18,4.9742008213512219e-17,2.9874201270045597e-17,4.895883576541528e-17,3.9782039164550577e-16,3.6102777204163927e-14,1.4217854740135981e-16
6.57575,7.544063072100313e-18,4.9811241726258933e-17,2.9923672225544191e-17,4.8952476004590312e-17,3.9463105668260133e-16,3.5983132371346268e-14,1.4106051042426433e-16
6.576,7.4849515806135784e-18,4.9862041141731306e-17,2.9991401878543509e-17,4.8946143899080059e-17,3.9150426554336934e-16,3.5869461439108485e-14,1.3992273423077048e-16
6.57625,7.4650271604977747e-18,4.9889889931000786e-17,3.0073112810938026e-17,4.8933080594456909e-17,3.8843065346744054e-16,3.5757151907430832e-14,1.3878645148750137e-16
6.5765,7.4818777413124042e-18,4.9935050674291125e-17,3.0142692336406547e-17,4.89167345891436e-17,3.8538897228025128e-16,3.5644137254550382e-14,1.3766282833183365e-16
6.57675,7.5158582552975147e-18,5.0013747699518252e-17,3.0182439049054583e-17,4.89023124103815e-17,3.8245260078625816e-16,3.553060082431718e-14,1.3657164176703011e-16
6.577,7.5304514164416927e-18,5.0101848042640392e-17,3.0180248753669833e-17,4.8892875085251746e-17,3.7977491333350763e-16,3.5416424736015229e-14,1.3550973870042241e-16
6.57725,7.5069920626426366e-18,5.0215089696847702e-17,3.0163209651707539e-17,4.8890104427862183e-17,3.774142456272503e-16,3.5299796771619218e-14,1.3446969651397115e-16
6.5775,7.4426281994705575e-18,5.029755648593188e-17,3.0170807070735553e-17,4.8905988788879069e-17,3.7533789565528924e-16,3.5181387212265586e-14,1.3345080586066811e-16
6.57775,7.3810782026627637e-18,5.032414021886349e-17,3.0224365287828274e-17,4.8943685010176443e-17,3.7346518781893825e-16,3.5062216463620896e-14,1.3243629992189571e-16
6.578,7.3078027563029512e-18,5.0282774649949562e-17,3.0306462613709322e-17,4.8989228720719707e-17,3.7174788103202029e-16,3.4942807916219343e-14,1.3141624965595521e-16
6.57825,7.2571103404414157e-18,5.0186246020206525e-17,3.0389516536288346e-17,4.9028768370458334e-17,3.7014047058678309e-16,3.4822453679472659e-14,1.3040005107937215e-16
6.5785,7.2282863281885245e-18,5.0085322385117707e-17,3.0443223721978878e-17,4.9049231272728716e-17,3.686250134412959e-16,3.4700204005126593e-14,1.2939077238501492e-16
6.57875,7.2135576689754741e-18,4.9983483830849802e-17,3.0450681967126302e-17,4.9049638929509336e-17,3.6721965249512222e-16,3.457451951901437e-14,1.2840440147763244e-16
6.579,7.1813425228856596e-18,4.986737257208332e-17,3.0409169508837728e-17,4.9048161349182694e-17,3.6596927658335747e-16,3.4446778164625168e-14,1.2747070505858357e-16
6.57925,7.1615523723289297e-18,4.9736289922524533e-17,3.0329808378006331e-17,4.9052003105857902e-17,3.6492247814939273e-16,3.4323480967751856e-14,1.2659779729186556e-16
6.5795,7.1533375254142323e-18,4.9574274162829066e-17,3.0254929446913606e-17,4.9064877433651368e-17,3.6409385561015355e-16,3.4208230815014216e-14,1.2575782203161561e-16
6.57975,7.1545112934359751e-18,4.9400328064203089e-17,3.020755435820417e-17,4.9084873268068946e-17,3.6345069832036721e-16,3.4098718771018568e-14,1.2493625337741939e-16
6.58,7.1440454072162388e-18,4.9209021453283878e-17,3.0186859670461352e-17,4.9137614562777332e-17,3.6291395051835492e-16,3.3990382721881827e-14,1.2413844732897719e-16
6.58025,7.1128960248823051e-18,4.9032255853061271e-17,3.0182221790489638e-17,4.9215825719006848e-17,3.624078730392697e-16,3.3878078734726905e-14,1.2337276669713732e-16
6.5805,7.1162162124960959e-18,4.8863776073677624e-17,3.0173305152379092e-17,4.9296606904196046e-17,3.618795849427816e-16,3.3758836857261375e-14,1.2262466909785419e-16
6.58075,7.1428719732928865e-18,4.8703659526165559e-17,3.0166568152313767e-17,4.9362150215590629e-17,3.6129079687908349e-16,3.3631218990294625e-14,1.2190432384793336e-16
6.581,7.1314112159957161e-18,4.855008432749379e-17,3.0143639914776749e-17,4.9407818354201135e-17,3.6071077961083905e-16,3.3497521466643292e-14,1.2123751061804568e-16
6.58125,7.0890782154601556e-18,4.8386947002610907e-17,3.0087418441228405e-17,4.9445253894783012e-17,3.6028798046327262e-16,3.3360761610070356e-14,1.2062127776194347e-16
6.5815,7.0433508318715019e-18,4.818149088988031e-17,3.0002958390227946e-17,4.949981421234387e-17,3.6016162316080464e-16,3.3221915535145219e-14,1.2005638730072169e-16
6.58175,7.0214001062499099e-18,4.7925871172544904e-17,2.993360614379253e-17,4.9583300111331237e-17,3.6039690745805574e-16,3.3082623459173211e-14,1.195000773208654e-16
6.582,7.0141824279409992e-18,4.7636572361607608e-17,2.9902606194717936e-17,4.969667017565707e-17,3.6102188441494176e-16,3.294278903765447e-14,1.1892781390113272e-16
